rep1	rep2
ENSG00000162591	1190.41513788462	1221.76369714559
ENSG00000238260	3.55878964987929	2.24795528453651
ENSG00000158109	1920.85671352235	1714.06590445909
ENSG00000116213	1171.73149222276	955.380995928017
ENSG00000078900	82.7418593596936	127.009473576313
ENSG00000227589	0	0
ENSG00000235131	0.889697412469823	0
ENSG00000227372	1852.35001276217	1807.35604876735
ENSG00000162592	16.0145534244568	6.74386585360953
ENSG00000235169	48.0436602733705	77.5544573165096
ENSG00000130764	3861.28677011903	3284.26267070784
ENSG00000272153	26.6909223740947	25.8514857721699
ENSG00000116198	1270.48790500691	1335.28543901469
ENSG00000169598	406.591717498709	343.937158534086
ENSG00000198912	1910.18034457271	1784.87649592199
ENSG00000236423	16.0145534244568	29.2234186989746
ENSG00000233304	0.889697412469823	0
ENSG00000226374	0	0
ENSG00000229280	0	0
ENSG00000235054	1.77939482493965	0
ENSG00000227169	0	0
ENSG00000232596	0	0
ENSG00000196581	870.124069395487	754.188997961999
ENSG00000231510	3.55878964987929	2.24795528453651
ENSG00000260972	0	0
ENSG00000283356	0	0
ENSG00000236948	0	0
ENSG00000131697	1236.67940333305	963.248839423894
ENSG00000069424	374.562610649796	458.582878045448
ENSG00000116254	81.8521619472237	100.034010161875
ENSG00000116251	19158.7440801252	19320.051692949
ENSG00000226944	3.55878964987929	0
ENSG00000158286	105.873992083909	121.389585364972
ENSG00000116237	13834.7947639058	11591.5814247125
ENSG00000225077	97.8667153716806	164.100735771165
ENSG00000173673	1333.65642129227	1188.04436787755
ENSG00000158292	1215.32666543378	1838.82742275087
ENSG00000097021	5942.28901788595	5229.86796947419
ENSG00000271746	0	0
ENSG00000069812	25.8012249616249	34.8433069103159
ENSG00000187017	263.350434091068	379.90444308667
ENSG00000231868	0	0
ENSG00000215788	335.415924501123	355.176934956769
ENSG00000171680	1220.6648499086	1508.377995924
ENSG00000162408	2748.27530711928	2310.89803250353
ENSG00000229519	16.9042508369266	4.49591056907302
ENSG00000173662	0	4.49591056907302
ENSG00000204859	779.374933323565	619.311680889808
ENSG00000162413	2054.31132539282	1482.52651015183
ENSG00000116273	3050.77242735902	3222.44390038309
ENSG00000041988	500.009945808041	474.318565037204
ENSG00000007923	3441.34959143328	2630.10768290772
ENSG00000228750	2.66909223740947	0
ENSG00000237436	40.0363835611421	22.4795528453651
ENSG00000171735	2428.87393604262	2738.00953656547
ENSG00000227950	4.44848706234912	0
ENSG00000237365	0	0
ENSG00000237402	4.44848706234912	4.49591056907302
ENSG00000237728	0	2.24795528453651
ENSG00000225126	0	0
ENSG00000270171	3.55878964987929	5.61988821134127
ENSG00000270035	4.44848706234912	2.24795528453651
ENSG00000269978	8.00727671222841	10.1157987804143
ENSG00000049245	2755.39288641904	3301.12233534186
ENSG00000269925	16.9042508369266	13.4877317072191
ENSG00000049246	1163.72421551053	1164.44083738991
ENSG00000236266	8.00727671222841	5.61988821134127
ENSG00000049247	0	3.37193292680476
ENSG00000049249	6.22788188728876	6.74386585360953
ENSG00000270330	0	0
ENSG00000116288	9350.71980505784	8257.86373774487
ENSG00000116285	3191.34461852926	2854.90321136137
ENSG00000238290	2.66909223740947	3.37193292680476
ENSG00000232848	1.77939482493965	0
ENSG00000229305	0	0
ENSG00000227634	0	0
ENSG00000233645	0	2.24795528453651
ENSG00000162426	52.4921473357196	86.5462784546556
ENSG00000142599	7855.13845469607	8291.58306701292
ENSG00000232912	2.66909223740947	6.74386585360953
ENSG00000270282	0	4.49591056907302
ENSG00000234619	0	4.49591056907302
ENSG00000224315	1.77939482493965	0
ENSG00000226545	1.77939482493965	8.99182113814604
ENSG00000228423	0	2.24795528453651
ENSG00000229716	1.77939482493965	0
ENSG00000074800	92890.6377437368	88246.8566274075
ENSG00000236269	56.9406343980687	44.9591056907302
ENSG00000230679	8.00727671222841	11.2397764226825
ENSG00000238249	0.889697412469823	2.24795528453651
ENSG00000232208	0.889697412469823	0
ENSG00000232663	0.889697412469823	0
ENSG00000131686	1.77939482493965	3.37193292680476
ENSG00000197241	0	4.49591056907302
ENSG00000142583	0.889697412469823	15.7356869917556
ENSG00000180758	178.829179906434	205.687908535091
ENSG00000228526	346.981990863231	263.010768290772
ENSG00000234546	31.1394094364438	35.9672845525842
ENSG00000281937	0	0
ENSG00000049239	1087.21023803812	1723.05772559723
ENSG00000171621	233.990419479564	320.333628046453
ENSG00000235263	0	0
ENSG00000171612	1518.71348308599	1383.61647763222
ENSG00000231181	9.78667153716806	4.49591056907302
ENSG00000188807	1956.44461002114	1663.48691055702
ENSG00000171608	1143.26117502372	1034.05943088679
ENSG00000179840	0	1.12397764226825
ENSG00000233268	0	0
ENSG00000231789	172.601298019146	219.17564024231
ENSG00000171603	7649.61835241554	8448.93993693047
ENSG00000271264	0	0
ENSG00000178585	2653.96738139748	2914.47402640158
ENSG00000223989	0	0
ENSG00000162441	1069.41628978873	1203.7800548693
ENSG00000228150	18.6836456618663	13.4877317072191
ENSG00000173614	315.842581426787	303.473963412429
ENSG00000283611	0	0
ENSG00000241326	0	0
ENSG00000162444	29.3600146115042	40.4631951216572
ENSG00000130939	8388.06720476549	7501.42678449833
ENSG00000224340	0	0
ENSG00000233623	1.77939482493965	0
ENSG00000054523	10192.3735572543	11085.7914856918
ENSG00000142657	19898.0826298876	17368.8265059713
ENSG00000271989	3.55878964987929	3.37193292680476
ENSG00000251503	0	3.37193292680476
ENSG00000175279	104.094597258969	74.1825243897048
ENSG00000241563	6.22788188728876	10.1157987804143
ENSG00000160049	4764.3296437759	4649.89550606377
ENSG00000203469	0	0
ENSG00000142655	1031.15930105253	1175.68061381259
ENSG00000130940	387.018374424373	568.732686987737
ENSG00000272078	64.0582136978273	70.8105914629001
ENSG00000225158	0	0
ENSG00000175262	6.22788188728876	7.86784349587778
ENSG00000215785	0	0
ENSG00000120948	6853.33916825505	6014.40436377743
ENSG00000277726	0	0
ENSG00000009724	133.454611870473	107.901853657752
ENSG00000271895	39.1466861486722	62.9427479670223
ENSG00000116649	7019.71258438691	5478.26702841547
ENSG00000171824	4495.64102521002	4133.98976826264
ENSG00000226849	12.4557637745775	6.74386585360953
ENSG00000230337	32.0291068489136	7.86784349587778
ENSG00000198793	9316.91130338399	8371.38547961396
ENSG00000225602	1.77939482493965	2.24795528453651
ENSG00000171819	5.33818447481894	2.24795528453651
ENSG00000238173	0	0
ENSG00000120942	1799.85786542645	1548.84119104566
ENSG00000238199	0.889697412469823	2.24795528453651
ENSG00000224338	0	0
ENSG00000204624	618.339701666527	606.947926824858
ENSG00000235643	8.00727671222841	2.24795528453651
ENSG00000116661	484.885089796054	668.766697149612
ENSG00000132879	572.075436218096	617.063725605272
ENSG00000116663	56.9406343980687	52.826949186608
ENSG00000116670	7613.14075850428	6242.57182515789
ENSG00000162490	5634.45371317139	4636.40777435655
ENSG00000177674	1536.50743133538	1596.04825202092
ENSG00000215910	8.00727671222841	14.6117093494873
ENSG00000177553	0	0
ENSG00000177000	1282.94366878149	1229.63154064147
ENSG00000011021	2539.19641518888	2323.26178656848
ENSG00000242349	41.8157783860817	12.3637540649508
ENSG00000175206	8.89697412469823	4.49591056907302
ENSG00000120937	24.9115275491551	38.2152398371207
ENSG00000224904	0	0
ENSG00000116685	2236.69929494914	1961.3409857581
ENSG00000083444	3386.18835186015	3678.778823144
ENSG00000116688	6165.60306841588	5434.43190036701
ENSG00000270914	0	2.24795528453651
ENSG00000116691	2108.58286755348	1930.99358941686
ENSG00000120949	1665.51355614351	1331.91350608788
ENSG00000227875	0	0
ENSG00000028137	127.226729983185	209.059841461895
ENSG00000225196	0	0
ENSG00000048707	2550.76248155098	2804.3242174593
ENSG00000229484	0	0
ENSG00000162496	667.273059352367	382.152398371207
ENSG00000272482	12.4557637745775	10.1157987804143
ENSG00000204518	3.55878964987929	0
ENSG00000226166	0	0
ENSG00000188984	26.6909223740947	35.9672845525842
ENSG00000157330	1.77939482493965	3.37193292680476
ENSG00000116726	0	0
ENSG00000116721	0	0
ENSG00000228338	0	0
ENSG00000239810	0	0
ENSG00000231103	0	0
ENSG00000179172	0	0
ENSG00000120952	0	0
ENSG00000243073	0	0
ENSG00000187545	0	0
ENSG00000204510	0	0
ENSG00000234064	0	0
ENSG00000232423	0	0
ENSG00000274178	0	0
ENSG00000229571	0	0
ENSG00000277862	0	0
ENSG00000236179	0	0
ENSG00000275774	0.889697412469823	0
ENSG00000229978	0	0
ENSG00000233336	0	0
ENSG00000179412	0	0
ENSG00000279169	0	0
ENSG00000250894	0	0
ENSG00000231219	0	0
ENSG00000182330	0	0
ENSG00000204501	0	0
ENSG00000237700	0	0
ENSG00000228229	0	0
ENSG00000204481	0	0
ENSG00000204480	0	0
ENSG00000204479	0	0
ENSG00000204478	0	0
ENSG00000162494	6.22788188728876	6.74386585360953
ENSG00000259961	0	0
ENSG00000215909	0	0
ENSG00000162493	6031.25875913293	4636.40777435655
ENSG00000237445	1.77939482493965	0
ENSG00000116731	2710.90801579555	3163.99706298514
ENSG00000189337	997.350799378672	1073.39864836618
ENSG00000231606	0	0
ENSG00000234593	0	0
ENSG00000235829	1.77939482493965	0
ENSG00000175147	11.5660663621077	22.4795528453651
ENSG00000171729	393.246256311662	425.987526419669
ENSG00000204464	0	4.49591056907302
ENSG00000215720	0	0
ENSG00000278480	0	0
ENSG00000142621	83.6315567721634	120.265607722703
ENSG00000233485	0	1.12397764226825
ENSG00000236045	1.77939482493965	4.49591056907302
ENSG00000228140	12.4557637745775	12.3637540649508
ENSG00000142634	1314.08307821793	1136.34139633321
ENSG00000162438	0.889697412469823	5.61988821134127
ENSG00000142615	1.77939482493965	1.12397764226825
ENSG00000215704	0.889697412469823	6.74386585360953
ENSG00000132906	891.476807294763	775.544573165096
ENSG00000116138	1524.94136497328	1487.0224207209
ENSG00000272510	0.889697412469823	2.24795528453651
ENSG00000116771	321.180765901606	239.407237803138
ENSG00000237301	13.3454611870474	17.9836422762921
ENSG00000235084	3.55878964987929	2.24795528453651
ENSG00000236500	0	1.12397764226825
ENSG00000197312	4178.01904895829	3677.65484550173
ENSG00000215695	0	0
ENSG00000271742	0	0
ENSG00000116786	3694.02365657471	3084.19465038409
ENSG00000237938	47.1539628609006	41.5871727639254
ENSG00000162461	28.4703171990343	39.3392174793889
ENSG00000224459	0	0
ENSG00000162460	26.6909223740947	22.4795528453651
ENSG00000162458	3908.44073297993	3385.42065851198
ENSG00000224321	0.889697412469823	0
ENSG00000233954	28.4703171990343	51.7029715443397
ENSG00000178715	1.77939482493965	0
ENSG00000179743	161.924929069508	144.993115852605
ENSG00000065526	6391.58621118321	6822.54428856831
ENSG00000270620	0	0
ENSG00000116809	920.836821906267	938.521331293993
ENSG00000234607	0	0
ENSG00000231353	0	0
ENSG00000275503	0	0
ENSG00000224966	0	0
ENSG00000183888	13.3454611870474	8.99182113814604
ENSG00000233078	0	0
ENSG00000173641	17.7939482493965	20.2315975608286
ENSG00000186510	35.5878964987929	41.5871727639254
ENSG00000232456	6.22788188728876	7.86784349587778
ENSG00000184908	77.4036748848746	88.7942337391921
ENSG00000185519	32.9188042613835	66.314680893827
ENSG00000142627	3593.48784896562	3649.55540444502
ENSG00000227959	13.3454611870474	13.4877317072191
ENSG00000224621	1.77939482493965	0
ENSG00000234166	0	0
ENSG00000142632	948.417441692832	943.017241863066
ENSG00000237276	1.77939482493965	6.74386585360953
ENSG00000132881	169.932205781736	113.521741869094
ENSG00000233929	0	0
ENSG00000037637	1885.26881702356	1582.5605203137
ENSG00000055070	4992.09218136818	4652.14346134831
ENSG00000226457	5.33818447481894	0
ENSG00000187144	3.55878964987929	7.86784349587778
ENSG00000157191	1715.33661124182	1780.38058535292
ENSG00000226029	23.1321327242154	41.5871727639254
ENSG00000080947	202.85101004312	182.084378047457
ENSG00000261135	26.6909223740947	34.8433069103159
ENSG00000224174	5.33818447481894	5.61988821134127
ENSG00000233421	77.4036748848746	89.9182113814604
ENSG00000268991	0	0
ENSG00000225710	0	4.49591056907302
ENSG00000219481	1459.99345386298	1308.30997560025
ENSG00000271732	1.77939482493965	1.12397764226825
ENSG00000215908	451.96628553467	492.302207313496
ENSG00000186301	25.8012249616249	46.0830833329984
ENSG00000282143	0	0
ENSG00000237847	0	0
ENSG00000280114	10.6763689496379	1.12397764226825
ENSG00000236698	3.55878964987929	6.74386585360953
ENSG00000268869	28.4703171990343	44.9591056907302
ENSG00000279151	0.889697412469823	2.24795528453651
ENSG00000279132	0	0
ENSG00000282740	0	0
ENSG00000058453	3273.19678047648	3030.24372355522
ENSG00000227684	2.66909223740947	3.37193292680476
ENSG00000186715	73.8448852349953	83.1743455278509
ENSG00000223643	2.66909223740947	2.24795528453651
ENSG00000230239	0	0
ENSG00000228549	100.53580760909	114.645719511362
ENSG00000238142	63.1685162853575	104.529920730948
ENSG00000235241	20.4630404868059	24.7275081299016
ENSG00000272426	1.77939482493965	4.49591056907302
ENSG00000117122	6114.00061849263	5827.8240751609
ENSG00000226526	6.22788188728876	3.37193292680476
ENSG00000159363	3323.01983557479	3159.50115241606
ENSG00000117118	2924.43539478831	2891.99447355622
ENSG00000117115	193.064338505952	230.415416664992
ENSG00000204362	0	0
ENSG00000282843	0	0
ENSG00000142623	10.6763689496379	20.2315975608286
ENSG00000142619	19.5733430743361	48.331038617535
ENSG00000159339	4.44848706234912	14.6117093494873
ENSG00000276747	0	1.12397764226825
ENSG00000227751	0	0
ENSG00000179051	29317.3091357056	23135.9557884498
ENSG00000074964	1740.24813879097	1658.99099998794
ENSG00000236648	0	5.61988821134127
ENSG00000117148	43.5951732110213	22.4795528453651
ENSG00000261781	0	0
ENSG00000117154	290.931053877632	463.078788614521
ENSG00000280222	10.6763689496379	5.61988821134127
ENSG00000230035	0	0
ENSG00000225387	8.89697412469823	8.99182113814604
ENSG00000179023	1870.14396101157	1157.6969715363
ENSG00000235282	0	0
ENSG00000225478	0	0
ENSG00000009709	160.145534244568	320.333628046453
ENSG00000179002	0	0
ENSG00000255275	0	0
ENSG00000159423	911.050150369099	829.495499993972
ENSG00000169991	565.847554330808	493.426184955764
ENSG00000272084	48.9333576858403	22.4795528453651
ENSG00000127481	15016.3129276657	13360.7222336427
ENSG00000230424	8.00727671222841	6.74386585360953
ENSG00000127463	4011.64563282643	3474.21489225118
ENSG00000053372	3880.86011319337	2631.23166054998
ENSG00000211454	27.5806197865645	16.8596646340238
ENSG00000162482	16.0145534244568	20.2315975608286
ENSG00000270728	49.8230550983101	44.9591056907302
ENSG00000053371	1438.6407159637	1483.6504877941
ENSG00000040487	868.344674570548	780.040483734169
ENSG00000077549	13357.0272534095	12140.0825141394
ENSG00000235185	0	0
ENSG00000173436	603.21484565454	486.682319102154
ENSG00000270136	0	0
ENSG00000226396	85.410951597103	157.356869917556
ENSG00000158747	61.3891214604178	59.5708150402175
ENSG00000158748	5.33818447481894	28.0994410567064
ENSG00000162542	100.53580760909	121.389585364972
ENSG00000178828	0	0
ENSG00000235434	0	0
ENSG00000169914	1159.27572844818	1073.39864836618
ENSG00000188784	0	0
ENSG00000188257	60.499424047948	48.331038617535
ENSG00000127472	3.55878964987929	2.24795528453651
ENSG00000117215	0.889697412469823	0
ENSG00000158786	0	2.24795528453651
ENSG00000227066	0	0
ENSG00000187980	0.889697412469823	3.37193292680476
ENSG00000225986	8.89697412469823	3.37193292680476
ENSG00000162543	164.594021306917	157.356869917556
ENSG00000228105	0	0
ENSG00000158816	71.1757929975859	66.314680893827
ENSG00000226664	0.889697412469823	0
ENSG00000236963	0.889697412469823	0
ENSG00000226487	0	0
ENSG00000162545	601.435450829601	912.669845521823
ENSG00000090432	1411.94979358961	1371.25272356727
ENSG00000215520	0	0
ENSG00000183114	111.212176558728	104.529920730948
ENSG00000158825	516.024499232498	545.129156500104
ENSG00000158828	650.368808515441	549.625067069177
ENSG00000117242	174.380692844085	138.249249998995
ENSG00000244038	9177.22880962623	8160.07768286753
ENSG00000117245	357.658359812869	499.046073167105
ENSG00000235432	0.889697412469823	2.24795528453651
ENSG00000189410	879.021043520185	739.577288612512
ENSG00000233069	0.889697412469823	0
ENSG00000127483	6936.08102761474	7305.85467474366
ENSG00000075151	8405.86115301489	9302.03896741208
ENSG00000233072	0	0
ENSG00000236073	3.55878964987929	0
ENSG00000235112	1.77939482493965	3.37193292680476
ENSG00000117298	4684.25687665362	4911.78229671227
ENSG00000236936	3.55878964987929	6.74386585360953
ENSG00000231105	1.77939482493965	0
ENSG00000236216	0	0
ENSG00000228823	0	0
ENSG00000236009	0	0
ENSG00000227001	9.78667153716806	11.2397764226825
ENSG00000187952	1.77939482493965	0
ENSG00000186543	3.55878964987929	5.61988821134127
ENSG00000142794	895.925294357112	916.041778448628
ENSG00000176378	0	0
ENSG00000162551	11466.4202519111	10157.3859531782
ENSG00000233431	3.55878964987929	0
ENSG00000076864	540.936026781653	638.419300808369
ENSG00000090686	4482.29556402297	4559.97729468231
ENSG00000231978	1.77939482493965	0
ENSG00000187942	26.6909223740947	12.3637540649508
ENSG00000142798	7484.13463369615	8372.50945725623
ENSG00000232037	0	0
ENSG00000283234	0	0
ENSG00000219073	1.77939482493965	0
ENSG00000142789	0	0
ENSG00000228397	0	0
ENSG00000218510	548.943303493881	587.840306906297
ENSG00000070831	12098.9951121771	11947.8823373116
ENSG00000230068	0.889697412469823	1.12397764226825
ENSG00000271428	0	2.24795528453651
ENSG00000271840	0	8.99182113814604
ENSG00000162552	218.865563467577	180.960400405189
ENSG00000234397	0	0
ENSG00000279625	0	0
ENSG00000184677	2643.29101244784	1564.57687803741
ENSG00000237200	10.6763689496379	2.24795528453651
ENSG00000070886	122.778242920836	158.480847559824
ENSG00000173372	1.77939482493965	0
ENSG00000159189	1.77939482493965	0
ENSG00000173369	0	0
ENSG00000133216	1774.05664046483	1961.3409857581
ENSG00000225952	0	0
ENSG00000215906	1.77939482493965	0
ENSG00000227868	0	6.74386585360953
ENSG00000004487	16575.0627943128	16897.8798738609
ENSG00000240553	5.33818447481894	4.49591056907302
ENSG00000169641	6748.35487358361	5848.05567272173
ENSG00000229010	1.77939482493965	4.49591056907302
ENSG00000179546	271.357710803296	246.151103656748
ENSG00000215381	0	0
ENSG00000261326	52.4921473357196	74.1825243897048
ENSG00000125944	15506.5362019366	15123.1191767194
ENSG00000125945	254.453459966369	390.020241867084
ENSG00000249087	53.3818447481894	66.314680893827
ENSG00000271420	2.66909223740947	1.12397764226825
ENSG00000204219	13.3454611870474	46.0830833329984
ENSG00000232482	0	0
ENSG00000088280	2447.55758170448	2811.06808331291
ENSG00000007968	549.833000906351	614.815770320735
ENSG00000235052	8.89697412469823	11.2397764226825
ENSG00000117318	9870.30309394022	10501.3231117123
ENSG00000197880	0	2.24795528453651
ENSG00000229239	0	0
ENSG00000142676	34334.312844623	30590.1755119728
ENSG00000011007	4209.15845839473	3367.43701623569
ENSG00000236810	19.5733430743361	22.4795528453651
ENSG00000057757	2516.06428246466	2241.2114186829
ENSG00000011009	5686.05616309464	4661.13528248645
ENSG00000117308	889.697412469823	828.371522351704
ENSG00000117305	387.018374424373	593.460195117639
ENSG00000179163	320.291068489136	295.606119916551
ENSG00000188822	4.44848706234912	7.86784349587778
ENSG00000229106	0	0
ENSG00000232557	0	0
ENSG00000230228	1.77939482493965	0
ENSG00000189266	7480.57584404627	7634.05614628599
ENSG00000188529	12169.2812077622	10558.645971468
ENSG00000215905	0.889697412469823	2.24795528453651
ENSG00000225315	0	0
ENSG00000142661	14.2351585995172	19.1076199185603
ENSG00000230703	0	0
ENSG00000142677	13.3454611870474	17.9836422762921
ENSG00000185436	514.245104407558	418.119682923791
ENSG00000230023	0	0
ENSG00000232298	0	1.12397764226825
ENSG00000158055	126.337032570715	98.9100325196064
ENSG00000001460	465.311746721718	595.708150402175
ENSG00000001461	441.289916585032	483.31038617535
ENSG00000117602	1056.07082860168	1110.48991056104
ENSG00000264443	0	0
ENSG00000184454	8.00727671222841	17.9836422762921
ENSG00000227312	0	0
ENSG00000133226	10687.935016	10664.2998698412
ENSG00000169504	26752.3114955551	25868.3454368039
ENSG00000020633	35.5878964987929	30.3473963412429
ENSG00000229162	0	0
ENSG00000261025	0	0
ENSG00000233755	0	0
ENSG00000233419	0	0
ENSG00000231953	0	2.24795528453651
ENSG00000117614	1774.9463378773	1558.95698982607
ENSG00000117616	1258.9218386448	1104.87002234969
ENSG00000272432	2.66909223740947	6.74386585360953
ENSG00000261349	7.11757929975859	17.9836422762921
ENSG00000187010	33.8085016738533	23.6035304876334
ENSG00000224183	4.44848706234912	8.99182113814604
