gene_id_human	gene_name_human	mean_tpm_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse	baseMean	log2FoldChange	lfcSE	padj	sig
ENSG00000186790	FOXE3	19.8090419560451	ENSMUSG00000044518	Foxe3	0.0	8.27714116368044	6.86139554521713	1.64683346702059	4.82373206180475e-05	sig
ENSG00000186564	FOXD2	18.38106747580308	ENSMUSG00000055210	Foxd2	5.89030801127269	11.1155293933374	1.7747478476324698	1.3394060419323401	0.219287875635821	not sig
ENSG00000142700	DMRTA2	6.251593640650714	ENSMUSG00000047143	Dmrta2	64.88895265459253	40.2575129805819	-3.2411299178849	0.6001461779777629	1.1667579698129301e-07	sig
ENSG00000174332	GLIS1	11.84777009863	ENSMUSG00000034762	Glis1	20.386267535628033	16.7706292243235	-0.6736091194010861	0.6612212659710749	0.353173196791753	not sig
ENSG00000177606	JUN	736.7371474876024	ENSMUSG00000052684	Jun	399.0471623223723	538.6290228665989	0.9942249549551679	0.162403170811583	1.74200235428241e-09	not sig
ENSG00000162599	NFIA	218.411189527085	ENSMUSG00000028565	Nfia	41.6082768466594	115.21629420366699	2.50605278647748	0.29518582638171803	4.8403014885615404e-17	sig
ENSG00000187140	FOXD3	591.657696533013	ENSMUSG00000067261	Foxd3	1324.3717159738364	1014.9746411751801	-1.0528493882205898	0.157973341038534	5.246112535446279e-11	sig
ENSG00000162624	LHX8	19.1996296281871	ENSMUSG00000096225	Lhx8	1.8529611794398833	9.06319568891523	3.4395621211922505	1.2018605779494398	0.0058000179122406	sig
ENSG00000137947	GTF2B	868.8476880051145	ENSMUSG00000028271	Gtf2b	1876.2375825957233	1451.24475551428	-1.00246772777049	0.0835180350989988	1.15346804600374e-32	sig
ENSG00000143032	BARHL2	2.2242435311745603	ENSMUSG00000034384	Barhl2	3.655135791393786	3.0406323217040097	-0.5760332185497391	1.74465266557982	0.767760908220287	not sig
ENSG00000162676	GFI1	11.66091337555552	ENSMUSG00000029275	Gfi1	4.6590241684352405	7.59225959701927	1.40465568648157	1.13685461530739	0.25406749960917	not sig
ENSG00000156150	ALX3	8.944397631422135	ENSMUSG00000014603	Alx3	12.479701146469301	10.9733385335239	-0.37380025127067895	0.799526757357718	0.6794176414538211	not sig
ENSG00000177551	NHLH2	271.44728853821897	ENSMUSG00000048540	Nhlh2	1.0075205976526178	113.887912134081	8.20692719433029	0.883899495124186	4.1055752688476797e-20	sig
ENSG00000092607	TBX15	457.73594285485296	ENSMUSG00000027868	Tbx15	107.31970259083808	253.37958647626598	2.20866554302791	0.24602913956827802	6.819297458804579e-19	sig
ENSG00000143067	ZNF697	1621.55196541045	ENSMUSG00000050064	Zfp697	31.791915451933267	694.5291931952349	5.76297582236261	0.19656588396509603	1.0544363464961296e-187	sig
ENSG00000143437	ARNT	2412.285031258945	ENSMUSG00000015522	Arnt	7512.233705514326	5366.500618581839	-1.53048222930255	0.0941316055328557	9.93458066568535e-59	sig
ENSG00000143379	SETDB1	2364.07923933866	ENSMUSG00000015697	Setdb1	11101.716602454266	7428.40042031157	-2.12254649758307	0.0548354789623874	0.0	sig
ENSG00000143390	RFX5	2666.88359904931	ENSMUSG00000005774	Rfx5	743.3069928358476	1543.9248937153	1.95280806372206	0.0862758760864792	1.8711395220589397e-112	sig
ENSG00000143365	RORC	24.749801231353	ENSMUSG00000028150	Rorc	4.736431955756746	13.103501759866099	2.45838748438481	1.1698958535042199	0.0455705476319972	not sig
ENSG00000143578	CREB3L4	719.4620205083479	ENSMUSG00000027938	Creb3l4	119.46678140890499	369.454636851455	2.69731051995535	0.164030580263655	4.8325117255291095e-60	sig
ENSG00000160685	ZBTB7B	1199.64529254374	ENSMUSG00000028042	Zbtb7b	2447.979635851337	1920.78653744802	-0.91958406036285	0.0847242272553218	5.69252542454881e-27	not sig
ENSG00000116604	MEF2D	1452.905463588785	ENSMUSG00000001419	Mef2d	3390.8554631467937	2574.01133871131	-1.1151863479002901	0.0789937754317597	1.2452533582149998e-44	sig
ENSG00000117036	ETV3	2031.387937164015	ENSMUSG00000003382	Etv3	1737.1113733293266	1855.6302065680802	0.333691655436116	0.0800215785972337	4.75011955508431e-05	not sig
ENSG00000171786	NHLH1	97.3843737220956	ENSMUSG00000051251	Nhlh1	0.7498931984333734	41.217343784966396	7.288058391328749	1.21181122240473	3.37301751730332e-09	sig
ENSG00000158773	USF1	2222.741178801295	ENSMUSG00000026641	Usf1	4527.399913913426	3553.88590772757	-0.9173785411449191	0.0807566828044341	2.0877544934286702e-29	not sig
ENSG00000143257	NR1I3	32.8742180584806	ENSMUSG00000005677	Nr1i3	2.0295485707264533	14.8946624341477	4.03431648906501	1.07582534728239	0.000265812324438731	sig
ENSG00000118217	ATF6	2383.64873178638	ENSMUSG00000026663	Atf6	3534.944943123923	3046.4688932884196	-0.459957553005945	0.100727378798212	8.0404706033527e-06	not sig
ENSG00000185630	PBX1	14218.8232280964	ENSMUSG00000052534	Pbx1	569.2900533786433	6258.870447716679	4.74831352843123	0.0803683819825143	0.0	sig
ENSG00000162761	LMX1A	27.020049617340952	ENSMUSG00000026686	Lmx1a	11.070612729764486	17.6702112049255	1.39413006419379	0.7496264088209109	0.0786654818267122	not sig
ENSG00000143171	RXRG	71.9986111057015	ENSMUSG00000015843	Rxrg	1.4997863968667469	30.8232725956457	5.815922660585589	1.04252071710026	4.33430449967416e-08	sig
ENSG00000143190	POU2F1	5874.570884923475	ENSMUSG00000026565	Pou2f1	6057.837003133766	5964.602384771601	0.0640541535138735	0.0769587419726731	0.45264486308174995	not sig
ENSG00000143178	TBX19	50.69329671314961	ENSMUSG00000026572	Tbx19	0.0	21.1789301618462	8.21697136520958	1.3762997401974602	4.39823668311004e-09	sig
ENSG00000116132	PRRX1	219.7457356457895	ENSMUSG00000026586	Prrx1	9.3253127780928	97.0354686906063	4.67667117543057	0.3969603432020179	1.6041110192967e-31	sig
ENSG00000185278	ZBTB37	1498.020620989675	ENSMUSG00000043467	Zbtb37	2212.188059538517	1908.54386311918	-0.453707754176651	0.0743698801801467	1.9866201033980802e-09	not sig
ENSG00000121454	LHX4	121.0519462102622	ENSMUSG00000026468	Lhx4	0.0	50.3961665343736	9.472109447247849	1.2752695235954	2.34671825257794e-13	sig
ENSG00000143355	LHX9	16.250252306165816	ENSMUSG00000019230	Lhx9	1.6763737881533167	7.778442907808031	3.39683859876462	1.32481104486095	0.0138309703847398	not sig
ENSG00000116833	NR5A2	1136.19081656613	ENSMUSG00000026398	Nr5a2	8843.017838217653	5605.368358447829	-2.8499339353747004	0.0733106115528226	0.0	sig
ENSG00000162702	ZNF281	7947.272397697239	ENSMUSG00000041483	Zfp281	8932.64272883844	8496.90626176611	-0.0602196637024887	0.068802503550696	0.42919763544774703	not sig
ENSG00000232237	ASCL5	8.382408810288005	ENSMUSG00000097918	Ascl5	0.0	3.49468968773682	5.62036990496363	2.13710915880114	0.0114958676301432	not sig
ENSG00000163435	ELF3	153.082471711086	ENSMUSG00000003051	Elf3	3210.47128760258	1926.78606609453	-4.2688858185504195	0.159732205734828	3.285768136210859e-156	sig
ENSG00000122180	MYOG	2.2242435311745603	ENSMUSG00000026459	Myog	2.9415217850251767	2.62657260595095	-0.270277847341808	1.8516609147926297	0.8959945299169829	not sig
ENSG00000143842	SOX13	6819.592884600699	ENSMUSG00000070643	Sox13	2396.177158750303	4235.64992118159	1.6167566072408601	0.0680503682087562	9.597855237941615e-124	sig
ENSG00000158711	ELK4	1924.1708870499351	ENSMUSG00000026436	Elk4	902.9027354804066	1326.72226945108	1.2001577622855402	0.0866311973277902	4.93091509296463e-43	sig
ENSG00000117595	IRF6	261.49605337942796	ENSMUSG00000026638	Irf6	436.23813299817135	362.289942455637	-0.6298973731095779	0.18387693434142102	0.0008969965272073339	not sig
ENSG00000162772	ATF3	689.8188835084105	ENSMUSG00000026628	Atf3	294.90357908239935	458.886670792214	1.33432475130255	0.14157795234562398	1.11236602513674e-20	sig
ENSG00000123685	BATF3	56.2183379110431	ENSMUSG00000026630	Batf3	5.585504758155181	26.680455184142605	3.39745151769182	0.6711156702338879	7.0502741215198e-07	sig
ENSG00000117707	PROX1	385.197636029469	ENSMUSG00000010175	Prox1	61.14431673848637	196.342512424244	2.77474103804986	0.305797113136956	2.84833059002326e-19	sig
ENSG00000196482	ESRRG	223.00336576151648	ENSMUSG00000026610	Esrrg	1.1030679810065098	93.7910234488682	7.53391356455129	0.819683997481478	9.74254472386589e-20	sig
ENSG00000136630	HLX	29.291716655239398	ENSMUSG00000039377	Hlx	9.059203755070426	17.474605267748498	1.8092734448519499	0.7552765580669829	0.021848274583653998	not sig
ENSG00000185155	MIXL1	3142.9925027976196	ENSMUSG00000026497	Mixl1	19.9109241498655	1323.79457954254	7.43851111273857	0.235035424978327	1.7047087759173193e-218	sig
ENSG00000179456	ZBTB18	1261.12115443526	ENSMUSG00000063659	Zbtb18	1578.202515936183	1442.39738427621	-0.21601643868104603	0.12205051528710001	0.0951815803176843	not sig
ENSG00000162714	ZNF496	5034.6164750513	ENSMUSG00000020472	Zkscan17	5175.338239991052	5103.39207254571	0.0686789984686834	0.05297918244093099	0.230163775425113	not sig
ENSG00000171163	ZNF692	1132.467463294625	ENSMUSG00000037243	Zfp692	879.4286315360446	982.4434171873711	0.47385252939587397	0.10624571485541699	1.31559053517999e-05	not sig
ENSG00000186487	MYT1L	23.4849717208236	ENSMUSG00000061911	Myt1l	10.188892955912463	15.7137364045812	1.3106927193178302	0.679280009786134	0.0675639084793076	not sig
ENSG00000176887	SOX11	10034.093550272086	ENSMUSG00000063632	Sox11	3860.6364417460936	6428.854082444921	1.48713900011457	0.0881715615362778	4.288216468795129e-63	sig
ENSG00000134317	GRHL1	162.49826710592652	ENSMUSG00000020656	Grhl1	197.565909288609	182.469494562439	-0.17597071721705898	0.207972503509609	0.44470079948004604	not sig
ENSG00000172059	KLF11	1141.4246287932451	ENSMUSG00000020653	Klf11	1728.4152710209066	1479.57261092172	-0.490876136010555	0.117582871154489	4.6554198313491e-05	not sig
ENSG00000169016	E2F6	1689.715757737395	ENSMUSG00000057469	E2f6	1587.2133481618002	1625.8180227111402	0.198029537776158	0.0836693254044412	0.0235454802786369	not sig
ENSG00000151379	MSGN1	17.817660002758412	ENSMUSG00000047002	Msgn1	0.0	7.38292052875026	6.70449446962772	1.91316346024317	0.000673714467685334	sig
ENSG00000143867	OSR1	9.97494691215312	ENSMUSG00000048387	Osr1	0.3749465992166867	4.3955230946533	4.90906107971645	1.89273294778072	0.0127330491589086	not sig
ENSG00000163792	TCF23	12.784891017823771	ENSMUSG00000006642	Tcf23	0.0	5.36067764780965	6.23136599145408	1.97570385605044	0.0022781795789323	sig
ENSG00000163795	ZNF513	834.775519740459	ENSMUSG00000043059	Zfp513	1332.2067176635398	1121.1113153204499	-0.5644684616112821	0.10154898481799099	4.8559292084352304e-08	not sig
ENSG00000075426	FOSL2	238.9676583754285	ENSMUSG00000029135	Fosl2	79.66548774323677	145.790105676616	1.6935292006498102	0.260707099799615	1.6122910555024e-10	sig
ENSG00000115816	CEBPZ	7630.151813563614	ENSMUSG00000024081	Cebpz	12979.830488060601	10712.3001945401	-0.658500503259433	0.0856919861760824	3.34091251687557e-14	not sig
ENSG00000138083	SIX3	20.0893270406569	ENSMUSG00000038805	Six3	4.824736404911756	11.1548493313395	2.18910782496607	0.9379842094811371	0.0256377709624247	not sig
ENSG00000170577	SIX2	19.57476172624665	ENSMUSG00000024134	Six2	47.652202577125564	35.8288380099288	-1.18509355233707	0.506531904718483	0.0252589961589571	not sig
ENSG00000116016	EPAS1	404.765304496163	ENSMUSG00000024140	Epas1	9583.59049610058	5730.1220460323	-4.45011405646212	0.10027076992949902	0.0	sig
ENSG00000170802	FOXN2	1981.3709320830799	ENSMUSG00000034998	Foxn2	4987.86781201363	3720.9586091872497	-1.22318554513054	0.0732201389748003	6.3687300571795895e-62	sig
ENSG00000119866	BCL11A	1398.9906110513498	ENSMUSG00000000861	Bcl11a	74.42222027166652	626.140945118927	4.33670503674667	0.18768866461535896	4.0098690235782385e-117	sig
ENSG00000162924	REL	481.075806751684	ENSMUSG00000020275	Rel	584.0412296239723	539.501734749239	-0.169208956135039	0.141790053273472	0.27198890211349397	not sig
ENSG00000115507	OTX1	96.93810636395011	ENSMUSG00000005917	Otx1	105.03725134172817	101.46917369981199	-0.00862146864573882	0.378266070224249	0.984084102190833	not sig
ENSG00000143995	MEIS1	1701.055042458375	ENSMUSG00000020160	Meis1	50.50059201682723	740.4349841162441	5.18532417187453	0.253423378846469	3.620183088637149e-92	sig
ENSG00000059728	MXD1	202.232072481005	ENSMUSG00000001156	Mxd1	278.8073740334533	246.140493298328	-0.354354401384938	0.175151344587548	0.0547069064215945	not sig
ENSG00000183733	FIGLA	0.0	ENSMUSG00000030001	Figla	0.0	0.0				not sig
ENSG00000116035	VAX2	2.2479552845365096	ENSMUSG00000034777	Vax2	316.756904375131	184.75745802901798	-7.19959512869874	0.7496222211246429	2.0112160825163298e-21	sig
ENSG00000135638	EMX1	80.9444273890341	ENSMUSG00000033726	Emx1	7.034504587535939	37.8466964632912	3.6451617745277596	0.5396378479107361	2.8541107737283e-11	sig
ENSG00000214513	NOTO	10.068375273690364	ENSMUSG00000068302	Noto	0.0	4.20422530407759	5.88499550143461	2.0073614102606396	0.00467356002946642	sig
ENSG00000135625	EGR4	1.779394824939645	ENSMUSG00000071341	Egr4	2.530295993743726	2.204507241175	-0.39060862357725606	2.39881818978791	0.8834964694753191	not sig
ENSG00000179528	LBX2	6.837294215146796	ENSMUSG00000034968	Lbx2	1.4635072048019804	3.7131188127752797	2.3791920624054903	1.6844816319538602	0.188915477723166	not sig
ENSG00000115297	TLX2	7.375571282918971	ENSMUSG00000068327	Tlx2	5.012198951008383	5.98480841243484	0.641608446646973	1.48850790101892	0.7049869584495521	not sig
ENSG00000152284	TCF7L1	7660.044835964365	ENSMUSG00000055799	Tcf7l1	8301.92444520316	8011.1746448143995	-0.00788912481683291	0.0688922597650717	0.9185583160671191	not sig
ENSG00000168874	ATOH8	435.9146444959805	ENSMUSG00000037621	Atoh8	3.51482759217198	184.10869819216	7.14263965285661	0.535900528090081	6.1515581131459104e-40	sig
ENSG00000214336	FOXI3	683.7958954899166	ENSMUSG00000055874	Foxi3	127.28621969733501	358.802232317016	2.53066106357053	0.18953108353015502	4.47400568629932e-40	sig
ENSG00000275111	ZNF2	236.744833496164	ENSMUSG00000034800	Zfp661	604.145680725815	449.31492511243795	-1.24215603780859	0.142795982892682	8.002705703478379e-18	sig
ENSG00000196843	ARID5A	462.65015307297847	ENSMUSG00000037447	Arid5a	590.8290443082769	535.848094790774	-0.243025308330793	0.135288780848284	0.090112001126555	not sig
ENSG00000170485	NPAS2	67.6686828101621	ENSMUSG00000026077	Npas2	23.905944530992002	42.1208896729189	1.6051689812795702	0.454088854367887	0.000602046635180695	sig
ENSG00000198914	POU3F3	563.4666510957975	ENSMUSG00000045515	Pou3f3	54.83545615353173	267.794112062506	3.4712210319826	0.39772380433411897	6.22306806517171e-18	sig
ENSG00000125618	PAX8	1833.685822897935	ENSMUSG00000026976	Pax8	54.8209487781105	798.8396064912449	5.173663050314951	0.282059413407292	2.35485426428594e-74	sig
ENSG00000163064	EN1	30.9776831186418	ENSMUSG00000058665	En1	60.18995473230319	47.8591514073752	-0.856033168164336	0.41068821139651895	0.0474583071673647	not sig
ENSG00000074047	GLI2	3736.2409134514746	ENSMUSG00000048402	Gli2	6831.80947108907	5522.55373177067	-0.7621117608134399	0.0634642015237478	1.08000012039639e-32	not sig
ENSG00000115112	TFCP2L1	154.3989806840715	ENSMUSG00000026380	Tfcp2l1	88671.36724170782	51521.5581265758	-9.05947019456755	0.303870287517091	4.719560855428248e-194	sig
ENSG00000169554	ZEB2	3113.1639277265203	ENSMUSG00000026872	Zeb2	38.89295267198066	1322.46333751435	6.43137254908563	0.19249616711502898	2.4825227337817785e-243	sig
ENSG00000153234	NR4A2	143.76577928542548	ENSMUSG00000026826	Nr4a2	39.2183298862922	82.7226223424428	1.97839670767023	0.35246315897539204	3.56622274339092e-08	sig
ENSG00000136535	TBR1	5.479036343080105	ENSMUSG00000035033	Tbr1	4.680795985078784	5.00209824951241	0.339969286156772	1.13991688964771	0.790460117239094	not sig
ENSG00000204335	SP5	2774.60568924354	ENSMUSG00000075304	Sp5	85.93674659832088	1208.21392608966	5.11008701352821	0.166742176908766	5.692358104229336e-205	sig
ENSG00000144355	DLX1	138.3578782024315	ENSMUSG00000041911	Dlx1	6.871207389089768	61.7404325928119	4.49011572494727	0.7259147644138699	1.17548945598906e-09	sig
ENSG00000115844	DLX2	110.33099105772129	ENSMUSG00000023391	Dlx2	5.529868787477216	49.2971649508341	4.4670916278401505	0.587570332598532	6.26751868002454e-14	sig
ENSG00000172845	SP3	7847.7979443818	ENSMUSG00000027109	Sp3	10063.942621416587	9112.68876582886	-0.250088989206561	0.0580477694589147	2.59922766449541e-05	not sig
ENSG00000217236	SP9	34.8181765050434	ENSMUSG00000068859	Sp9	10.053434159882636	20.3921124513302	1.88978183928501	0.66215292558623	0.00593935211008013	sig
ENSG00000115966	ATF2	3415.6999595615252	ENSMUSG00000027104	Atf2	5373.5214372882365	4542.813475637279	-0.544722958699936	0.0596731809579654	1.73227510335775e-19	not sig
ENSG00000174279	EVX2	2.2479552845365096	ENSMUSG00000001815	Evx2	0.7136140063686067	1.3601072042074298	1.7825202831876001	3.4393556494617097	0.644251717287944	not sig
ENSG00000128714	HOXD13	11.16864116259672	ENSMUSG00000001819	Hoxd13	58.09989928068336	38.3698616488332	-2.26199377549163	0.54579171188028	5.29219633832957e-05	sig
ENSG00000170178	HOXD12	0.0	ENSMUSG00000001823	Hoxd12	2.2496795953001167	1.3044288444696799	-3.4953296606999804	4.442692340189089	0.479960458783689	not sig
ENSG00000128713	HOXD11	5.268467866643625	ENSMUSG00000042499	Hoxd11	4.857383376365356	5.026357799691571	0.205070691812536	1.2087402861916299	0.8783905633392269	not sig
ENSG00000128710	HOXD10	10.51322397992528	ENSMUSG00000050368	Hoxd10	1.4635072048019804	5.23700529294805	3.01581295158678	1.4492979776856203	0.047843949944234	not sig
ENSG00000128709	HOXD9	41.30405037549255	ENSMUSG00000043342	Hoxd9	28.331506647858504	33.7067960347436	0.641424353755523	0.521155736096212	0.256047863534267	not sig
ENSG00000175879	HOXD8	18.2639273609039	ENSMUSG00000027102	Hoxd8	25.657291741305162	22.532598794717103	-0.38341577677653105	0.7149345244447529	0.6326670466519089	not sig
ENSG00000128652	HOXD3	18.2402156075419	ENSMUSG00000079277	Hoxd3	0.0	7.62020676115909	6.7423283005120505	1.67963560350813	9.1630750559374e-05	sig
ENSG00000128645	HOXD1	11.754341737092766	ENSMUSG00000042448	Hoxd1	4.192162406475827	7.34593188557011	1.6167288303990701	1.08866609370568	0.16577379544989598	not sig
ENSG00000116044	NFE2L2	2044.59112783089	ENSMUSG00000015839	Nfe2l2	9192.285955576512	6187.25840521152	-2.06039797178486	0.05679494113544999	1.2030304086541092e-286	sig
ENSG00000162992	NEUROD1	5.713316572878535	ENSMUSG00000034701	Neurod1	251.26201826906936	148.20324049759	-5.4074457220114	0.48865979500097795	5.603009791359321e-28	sig
ENSG00000115415	STAT1	4730.865469187194	ENSMUSG00000026104	Stat1	433.8506182230737	2225.55768420352	3.55299331110048	0.0881656730337955	0.0	sig
ENSG00000138378	STAT4	31.51596018641395	ENSMUSG00000062939	Stat4	324.30905729211236	201.33376127772098	-3.2475827524514003	0.259799409657569	2.6378206272139297e-35	sig
ENSG00000119042	SATB2	798.6479275219835	ENSMUSG00000038331	Satb2	462.0757260196837	601.156221209024	0.90072068679869	0.132417673302995	2.0677368763592e-11	not sig
ENSG00000138380	CARF	433.54813044463447	ENSMUSG00000026017	Carf	457.436015615815	446.445220731231	0.029515967217264	0.152793212022547	0.8662758035844721	not sig
ENSG00000118263	KLF7	2081.29449006049	ENSMUSG00000025959	Klf7	338.185814679182	1063.8841549979302	2.7292994799100296	0.118159834235605	4.764648289950069e-117	sig
ENSG00000118260	CREB1	4575.996509391615	ENSMUSG00000025958	Creb1	4919.38329256536	4763.69287783243	0.00406984180908817	0.0558609591975376	0.9482683511780341	not sig
ENSG00000030419	IKZF2	359.067283824598	ENSMUSG00000025997	Ikzf2	96.97958326684714	206.264742204786	1.99643055380962	0.24120896770050101	2.8961596801417796e-16	sig
ENSG00000163497	FEV	2.66909223740947	ENSMUSG00000055197	Fev	0.5515339905032567	1.4238365380111102	2.3183320668040297	3.31845282745985	0.532699626399334	not sig
ENSG00000135903	PAX3	611.1072115620145	ENSMUSG00000004872	Pax3	4.563476785081346	258.031578353193	7.160580684592531	0.472205826920647	2.8300271705462096e-51	sig
ENSG00000168505	GBX2	3002.4022744816702	ENSMUSG00000034486	Gbx2	218.67790467501968	1381.32061758293	3.88943063340758	0.17511392198135198	2.4467818074744295e-108	sig
ENSG00000144485	HES6	1453.6083042781797	ENSMUSG00000067071	Hes6	472.075853218825	880.5122725468769	1.7298799450826698	0.111972320807362	3.6237266612065094e-53	sig
ENSG00000233608	TWIST2	68.27809513802015	ENSMUSG00000007805	Twist2	0.0	28.5365180340558	8.64679463060742	1.3369586404603302	1.94084784868566e-10	sig
ENSG00000134107	BHLHE40	266.6933859859855	ENSMUSG00000030103	Bhlhe40	1453.2060957773865	954.5995933771001	-2.3404886738371204	0.11275820223852501	8.297552442048357e-95	sig
ENSG00000132170	PPARG	14.330005612965001	ENSMUSG00000000440	Pparg	0.0	5.991117853347469	6.3944414432866505	1.81076417655675	0.000609991786532654	sig
ENSG00000177463	NR2C2	3326.9867916457897	ENSMUSG00000005893	Nr2c2	2534.0067493967967	2858.31933536204	0.500840589008707	0.0649365384505039	2.68348560053805e-14	not sig
ENSG00000182568	SATB1	2257.194559100765	ENSMUSG00000023927	Satb1	91.14499507445394	995.717737382669	4.74684721618216	0.22141907006124203	4.9025990384594883e-101	sig
ENSG00000174738	NR1D2	2116.10739728701	ENSMUSG00000021775	Nr1d2	1730.05161307381	1887.1488189505399	0.399317813086471	0.0955409610936308	4.56095019372724e-05	not sig
ENSG00000151090	THRB	169.54612979750948	ENSMUSG00000021779	Thrb	9.99779818920466	76.5623676993967	4.2287319229785005	0.44790233612278996	9.51641486567968e-21	sig
ENSG00000077092	RARB	113.8911993595112	ENSMUSG00000017491	Rarb	2.5810825612297066	49.1391120813904	5.45747255574854	0.838038079585575	1.44949299892257e-10	sig
ENSG00000163508	EOMES	2150.497343579625	ENSMUSG00000032446	Eomes	642.3723994160987	1269.99155573522	1.85021028235401	0.122968435679275	1.6766519233020496e-50	sig
ENSG00000153560	UBP1	6055.148654641935	ENSMUSG00000009741	Ubp1	7065.128480103406	6623.42469562689	-0.11467814848767698	0.0914144664557157	0.24649660625694603	not sig
