gene_id_human	gene_name_human	mean_tpm_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse	AveExpr	logFC	adj.P.Val	sig	neg_log_padj
ENSG00000185668	POU3F1	992.4495737628949	ENSMUSG00000090125	Pou3f1	0.0	-0.5409791901823571	-9.47866928121389	1.4453255104817999e-09	sig	8.84003433181003
ENSG00000163909	HEYL	344.0592993713247	ENSMUSG00000032744	Heyl	0.0	-1.02586367217142	-7.91830497593346	2.44291602792893e-09	sig	8.612091461079725
ENSG00000116990	MYCL	1015.1120466396393	ENSMUSG00000028654	Mycl	319.8995527163916	4.38171665411692	-0.149660716448682	0.6342502799903089	not sig	0.19773933238653232
ENSG00000187815	ZFP69	239.154486924048	ENSMUSG00000064141	Zfp69	30.552679162089692	1.7206057025563797	-1.4417478225197398	0.00036343397749867204	sig	3.4395744728717403
ENSG00000066136	NFYC	2867.3104477391134	ENSMUSG00000032897	Nfyc	892.659436656155	5.73102398010834	-0.226302046575423	0.2518439421762	not sig	0.5988684911477028
ENSG00000204060	FOXO6	68.28646802791597	ENSMUSG00000052135	Foxo6	101.5670960829476	1.3523640132875	2.0644694748911796	2.8050637382010602e-06	sig	5.55205726601762
ENSG00000127124	HIVEP3	89.11211227730494	ENSMUSG00000028634	Hivep3	1.05184914461448	-2.2439243835594	-4.7075618342348795	7.20221183260321e-06	sig	5.142534109238307
ENSG00000198815	FOXJ3	3370.445966701073	ENSMUSG00000032998	Foxj3	1459.71072040512	6.344892070878889	0.278735199408601	0.0659118809022888	not sig	1.1810362948864601
ENSG00000065978	YBX1	77528.37221778947	ENSMUSG00000028639	Ybx1	19654.771824695465	10.3527927881551	-0.5117765640821189	0.0017767975477488102	not sig	2.750362053851689
ENSG00000164011	ZNF691	1508.6519427612066	ENSMUSG00000045268	Zfp691	99.28426314060694	3.5871443789308195	-2.44374302371611	1.71555101629387e-07	sig	6.765596362559439
ENSG00000197587	DMBX1	4.331285872817859	ENSMUSG00000028707	Dmbx1	15.124514652183159	-1.69623273236404	3.1279664335977797	9.29049669350529e-05	sig	4.031961066901707
ENSG00000142700	DMRTA2	0.34854180107710336	ENSMUSG00000047143	Dmrta2	22.3389392124314	-2.60266882330621	6.392783660315519	1.4374682127629099e-07	sig	6.842401750237845
ENSG00000177606	JUN	1819.5757237468167	ENSMUSG00000052684	Jun	382.136055082194	4.20745733546313	-0.7756975881413279	0.000496541480014434	not sig	3.304044465619942
ENSG00000162599	NFIA	38.282324867132566	ENSMUSG00000028565	Nfia	14.752975998001398	-0.10684697261182699	0.0745090606009389	0.8506840303398001	not sig	0.07023172001089881
ENSG00000187140	FOXD3	605.697936748221	ENSMUSG00000067261	Foxd3	316.57138670160435	3.9226125590222	0.5412561641897371	0.0126069277710424	not sig	1.899390735365431
ENSG00000137947	GTF2B	897.9474399853663	ENSMUSG00000028271	Gtf2b	642.2950418418617	4.70935138437643	0.999733835056649	1.65736958788774e-05	not sig	4.780580634560567
ENSG00000177551	NHLH2	97.85713447455805	ENSMUSG00000048540	Nhlh2	0.0	-2.36455235220271	-6.112232958788709	2.9070783139700604e-09	sig	8.536543268584944
ENSG00000092607	TBX15	331.073577010495	ENSMUSG00000027868	Tbx15	97.50966049090717	2.4959306759185402	-0.29764884766313104	0.214994475846585	not sig	0.6675726988758686
ENSG00000143067	ZNF697	2874.19523764434	ENSMUSG00000050064	Zfp697	11.485491107849711	2.43813726241325	-6.703614705614849	3.28214071589297e-09	sig	8.483842803287258
ENSG00000143437	ARNT	2141.62299313133	ENSMUSG00000015522	Arnt	2095.6169942752936	6.25278907079739	1.43294073579376	6.00391127591574e-08	sig	7.2215657342610315
ENSG00000143379	SETDB1	3024.8770942012866	ENSMUSG00000015697	Setdb1	2789.633173337383	6.65789229647846	1.3442548441116797	9.42507569827651e-07	sig	6.0257151530360415
ENSG00000143390	RFX5	3133.514278960507	ENSMUSG00000005774	Rfx5	348.307041166537	5.19911752029991	-1.70014414770598	4.4645184711330096e-08	sig	7.350225375881192
ENSG00000143365	RORC	40.84743458886927	ENSMUSG00000028150	Rorc	1.8411082468476903	-1.6459596685770903	-3.1665193373099796	0.000344685377664626	sig	3.46257713995806
ENSG00000143578	CREB3L4	1567.0191015336331	ENSMUSG00000027938	Creb3l4	45.78977542951159	3.21685232073682	-3.65480793335374	5.81711618176296e-08	sig	7.235292262212519
ENSG00000160685	ZBTB7B	1908.4996480797333	ENSMUSG00000028042	Zbtb7b	905.7344289659086	5.199494454203331	0.384789110795331	0.0563876144154286	not sig	1.2488162786716417
ENSG00000116604	MEF2D	1656.6254122802402	ENSMUSG00000001419	Mef2d	1213.0977722804134	5.524678009192701	1.02903834731197	2.2199288699393898e-05	sig	4.6536609408141
ENSG00000117036	ETV3	1877.7569699639	ENSMUSG00000003382	Etv3	494.24435854086664	5.05427906114134	-0.43591432737922897	0.0147097111370265	not sig	1.8323958556767657
ENSG00000158773	USF1	3432.4977903182794	ENSMUSG00000026641	Usf1	1286.78614556069	6.09744239762939	0.0592965407041414	0.73152240988382	not sig	0.1357723649046222
ENSG00000143257	NR1I3	62.8107118772703	ENSMUSG00000005677	Nr1i3	9.72411036538392	-0.409016028416906	-1.14818532668356	0.0160995549633757	not sig	1.7931861289135858
ENSG00000118217	ATF6	1803.3649635864967	ENSMUSG00000026663	Atf6	908.5426479037193	5.53718528086136	0.49264004599929995	0.00781382456282358	not sig	2.1071363438474724
ENSG00000185630	PBX1	7729.073229094453	ENSMUSG00000052534	Pbx1	273.487687955469	5.89784107453712	-3.3470084383730696	1.81182628895249e-10	sig	9.741883443174547
ENSG00000143190	POU2F1	3979.7819508637863	ENSMUSG00000026565	Pou2f1	1255.6414307063667	6.4766996205706295	-0.102434575148995	0.708089988575778	not sig	0.1499115459000274
ENSG00000143178	TBX19	42.7018525317773	ENSMUSG00000026572	Tbx19	0.29917203812611903	-2.38824385336298	-4.440595628753679	2.81389242778251e-07	sig	6.550692509215929
ENSG00000185278	ZBTB37	798.7330850874459	ENSMUSG00000043467	Zbtb37	159.28327904603836	3.9612953731903398	-0.7556210080021009	0.0580767963380188	not sig	1.2359973484218456
ENSG00000121454	LHX4	158.24912102000965	ENSMUSG00000026468	Lhx4	0.8975161143783565	-1.1473109753625501	-5.88267674268362	1.9363911309658e-07	sig	6.713006915176694
ENSG00000116833	NR5A2	444.99165207951927	ENSMUSG00000026398	Nr5a2	1762.5883236037832	5.09385238040004	3.5069966884847794	1.5777399200675902e-09	sig	8.80196458578352
ENSG00000162702	ZNF281	5284.914681613406	ENSMUSG00000041483	Zfp281	1311.7004826633831	6.736024198812389	-0.453867015754466	0.0784009856483524	not sig	1.105678477379978
ENSG00000163435	ELF3	379.94386958827664	ENSMUSG00000003051	Elf3	2462.399771541743	5.007665436649231	4.16078165568054	3.75993065509429e-10	sig	9.424820164749896
ENSG00000143842	SOX13	7752.65962273064	ENSMUSG00000070643	Sox13	671.50709174129	6.26056749062227	-2.10074145011849	7.832724960346501e-07	sig	6.106087123080903
ENSG00000158711	ELK4	895.2766658675318	ENSMUSG00000026436	Elk4	184.249914090379	4.0083418654092	-0.680933288771661	0.0570084229282109	not sig	1.2440609730819785
ENSG00000117595	IRF6	1278.4968930888501	ENSMUSG00000026638	Irf6	211.88041475358798	3.99220654135012	-1.1170359416534799	3.16410345212384e-05	sig	4.499749325442366
ENSG00000162772	ATF3	2555.68656109219	ENSMUSG00000026628	Atf3	99.20464141200402	3.91038270051251	-3.2357866882975097	3.84265283522277e-09	sig	8.415368850132998
ENSG00000123685	BATF3	170.12354832529968	ENSMUSG00000026630	Batf3	2.33263684531931	-0.8306401405844009	-4.50748329232684	4.220580289174579e-06	sig	5.374627833621094
ENSG00000117707	PROX1	29.553419313221667	ENSMUSG00000010175	Prox1	9.162348284876552	-0.515742857058966	-0.104807541629506	0.81554036757469	not sig	0.08855453740599359
ENSG00000196482	ESRRG	42.966771095422835	ENSMUSG00000026610	Esrrg	1.25081665857705	-1.6869131063001201	-3.50165110410846	6.63368921189422e-05	sig	4.1782448790211015
ENSG00000185155	MIXL1	79.45606119554397	ENSMUSG00000026497	Mixl1	6.493957405686249	-0.7224386729677579	-2.18165705736751	0.000302038017794641	sig	3.519938388568475
ENSG00000179456	ZBTB18	808.988911707903	ENSMUSG00000063659	Zbtb18	368.47576559826274	4.36709958603361	0.332031045233448	0.11983266760634899	not sig	0.9214247727047292
ENSG00000162714	ZNF496	6913.893144110287	ENSMUSG00000020472	Zkscan17	1278.7904669454667	6.5928821751142	-0.9603440241012341	7.306895813224691e-05	not sig	4.136267085081797
ENSG00000171163	ZNF692	1100.190175786883	ENSMUSG00000037243	Zfp692	454.22672670956473	4.68958784537061	0.198653228951119	0.35363358231167896	not sig	0.45144649954096033
ENSG00000176887	SOX11	3157.1639767421	ENSMUSG00000063632	Sox11	176.39235775364833	4.856221601233179	-2.68603021843278	2.3481703176128498e-09	sig	8.629270406011798
ENSG00000134317	GRHL1	193.48064708320098	ENSMUSG00000020656	Grhl1	60.41774528047423	1.98539772304623	-0.17798271960627698	0.508278998968331	not sig	0.293897834071816
ENSG00000172059	KLF11	756.252284162294	ENSMUSG00000020653	Klf11	554.7090137612616	4.485755795709	1.01504872586557	1.0913193020847099e-05	sig	4.962048163394221
ENSG00000169016	E2F6	1131.8341331669599	ENSMUSG00000057469	E2f6	587.57644027894	4.7335357357628896	0.5223255611504221	0.00105219261379054	not sig	2.977904751200017
ENSG00000163795	ZNF513	1262.2569301509332	ENSMUSG00000043059	Zfp513	410.3578292185277	4.50782982233303	-0.15850578891981199	0.41917155108461895	not sig	0.37760820032353487
ENSG00000075426	FOSL2	688.5971997910983	ENSMUSG00000029135	Fosl2	32.228471381265734	1.82879432821042	-2.94585847467617	1.61549623469395e-07	sig	6.79169404987385
ENSG00000115816	CEBPZ	7614.076799329589	ENSMUSG00000024081	Cebpz	2446.784201308267	7.5032690570197405	-0.0148253933650882	0.9605726220284119	not sig	0.017469795660234853
ENSG00000116016	EPAS1	375.8719041270597	ENSMUSG00000024140	Epas1	2101.1548486368133	4.56268836822889	3.94021637733794	3.2880345488240105e-11	sig	10.48306362778503
ENSG00000170802	FOXN2	984.373500555114	ENSMUSG00000034998	Foxn2	973.6336705320173	5.20958449819107	1.63455426600449	0.000278648149689575	sig	3.554943836448712
ENSG00000119866	BCL11A	879.3383893160703	ENSMUSG00000000861	Bcl11a	6.2555248272497765	1.52893654101622	-5.655335502308019	2.52124507297184e-09	sig	8.598384937478526
ENSG00000162924	REL	124.28339765728846	ENSMUSG00000020275	Rel	101.63289918611054	2.0225059972141497	1.52709540626901	0.0100095307338939	not sig	1.9995862826063566
ENSG00000115507	OTX1	69.96161614086564	ENSMUSG00000005917	Otx1	45.816219243979866	0.8173290945108241	0.881563709759527	0.00836422000544542	not sig	2.0775745523854123
ENSG00000143995	MEIS1	3.261256021977591	ENSMUSG00000020160	Meis1	26.629791180159234	-1.6271621478908203	4.35854436619995	5.31625389330991e-06	sig	5.2743942862262125
ENSG00000059728	MXD1	206.49410940931398	ENSMUSG00000001156	Mxd1	124.75181502998667	2.43908155600734	0.810821549526879	0.0180931026123208	not sig	1.7424869537663112
ENSG00000116035	VAX2	0.31136988462456333	ENSMUSG00000034777	Vax2	304.05627143629334	-0.8374265170652551	10.1948427760473	7.663008185083268e-12	sig	11.115600710560422
ENSG00000135638	EMX1	226.028971579819	ENSMUSG00000033726	Emx1	5.44871921468884	0.259312817279729	-3.9529178451221503	6.91110691215736e-07	sig	6.160452388610998
ENSG00000152284	TCF7L1	11048.675798714417	ENSMUSG00000055799	Tcf7l1	1539.0629683744335	7.12195214839276	-1.3762872134753998	3.22500533785873e-05	sig	4.491469562206799
ENSG00000214336	FOXI3	206.903497117529	ENSMUSG00000055874	Foxi3	15.068253012090757	0.7788784354735421	-2.34185899754065	2.34786776862725e-05	sig	4.629326366101015
ENSG00000196843	ARID5A	497.1773905331557	ENSMUSG00000037447	Arid5a	158.02681292011098	3.1523186965595196	-0.182109555986213	0.38807463157339095	not sig	0.4110847461488939
ENSG00000170485	NPAS2	57.6543356358791	ENSMUSG00000026077	Npas2	12.814593736444126	0.011387697668983999	-0.708917533600905	0.10133380080907597	not sig	0.9942456676076143
ENSG00000125618	PAX8	41.22038083755533	ENSMUSG00000026976	Pax8	4.5811741424382655	-1.1437902309115402	-1.52676195471939	0.0032310557482274	sig	2.490655548655625
ENSG00000074047	GLI2	2581.5450045722264	ENSMUSG00000048402	Gli2	2298.3920807397967	6.469579855917241	1.2859359994752901	2.8302725655705603e-06	sig	5.548171738319117
ENSG00000115112	TFCP2L1	635.802488579435	ENSMUSG00000026380	Tfcp2l1	32619.34121125427	7.181576021160179	7.148172229331781	1.73814040889195e-13	sig	12.75991514368485
ENSG00000153234	NR4A2	69.47824233716416	ENSMUSG00000026826	Nr4a2	11.476747020212777	0.0150552310364658	-1.16845487255577	0.0308971411929726	not sig	1.510081702502476
ENSG00000204335	SP5	3.011462501414526	ENSMUSG00000075304	Sp5	41.39231953556065	-1.30302829831808	4.43003669479889	0.000853357920189003	sig	3.0688687763821285
ENSG00000172845	SP3	3821.413699977073	ENSMUSG00000027109	Sp3	1986.56938487483	6.8394835456820795	0.6890427762093149	0.0461359688503944	not sig	1.3359603548195103
ENSG00000115966	ATF2	1467.9447619540078	ENSMUSG00000027104	Atf2	1099.5123158948654	5.61485872403493	1.30011864984453	0.00275364885540446	sig	2.5600914416692078
ENSG00000128714	HOXD13	0.31136988462456333	ENSMUSG00000001819	Hoxd13	12.50075825671936	-2.8329443503725695	5.62640728799525	1.6825642505270697e-07	sig	6.774028342785059
ENSG00000128709	HOXD9	0.31136988462456333	ENSMUSG00000043342	Hoxd9	27.826479332663705	-2.7216432580751904	6.76059752070663	1.4479248646909197e-08	sig	7.839253973841048
ENSG00000175879	HOXD8	0.0	ENSMUSG00000027102	Hoxd8	18.4556695114785	-2.97979532984536	6.6730373718643605	1.37396591141194e-09	sig	8.862024042144984
ENSG00000116044	NFE2L2	1973.3867453883665	ENSMUSG00000015839	Nfe2l2	3753.789134195947	6.44205104974354	2.55320189081604	3.9934330939731204e-07	sig	6.398653587345617
ENSG00000162992	NEUROD1	0.0	ENSMUSG00000034701	Neurod1	25.91076555996177	-2.27686829421056	7.18433361772735	3.65224142199476e-09	sig	8.437440522272816
ENSG00000115415	STAT1	3782.7094511774267	ENSMUSG00000026104	Stat1	427.9663153975003	5.503313356161691	-1.69478640840888	7.635873806734421e-07	sig	6.117141257529779
ENSG00000138378	STAT4	17.240389763761634	ENSMUSG00000062939	Stat4	137.6546688068921	0.9547832865093091	4.460014946886349	5.4116188806017494e-08	sig	7.266672796678972
ENSG00000119042	SATB2	136.948155287285	ENSMUSG00000038331	Satb2	142.139424645109	2.41288488569958	1.5347242184978602	1.2426757581972501e-05	sig	4.905642173687568
ENSG00000138380	CARF	112.17233233082315	ENSMUSG00000026017	Carf	89.74882889140544	2.02722542686303	1.25221666090801	0.00307375341362082	sig	2.512330975938184
ENSG00000118263	KLF7	2591.6880961511933	ENSMUSG00000025959	Klf7	127.115220292868	4.31592301867952	-2.82504743903305	2.02840348811465e-07	sig	6.692845651295313
ENSG00000118260	CREB1	2772.6246412952664	ENSMUSG00000025958	Creb1	821.5466837120238	5.96235922715902	-0.145638192578741	0.6378889365300229	not sig	0.1952549301361495
ENSG00000030419	IKZF2	93.90493027122966	ENSMUSG00000025997	Ikzf2	41.3563708044173	1.32672881828638	0.527028882059921	0.25922801077343105	not sig	0.5863180727587228
ENSG00000168505	GBX2	155.5056124692708	ENSMUSG00000034486	Gbx2	22.308276570648303	0.8763651311098871	-1.4743108355843002	0.0121614730955067	not sig	1.91501381663384
ENSG00000144485	HES6	1505.0058729058135	ENSMUSG00000067071	Hes6	168.16570232976332	3.93295229306004	-1.6523033756185201	2.09091040777697e-05	sig	4.6796645756192845
ENSG00000134107	BHLHE40	872.4500626781854	ENSMUSG00000030103	Bhlhe40	1192.7029501740801	4.45036649557894	1.92355138626479	2.6371719281969303e-08	sig	7.578861555821576
ENSG00000177463	NR2C2	712.0836849462222	ENSMUSG00000005893	Nr2c2	615.7041664486957	4.668801305159441	1.26326614908517	1.58477812675173e-06	sig	5.800031531599103
ENSG00000182568	SATB1	1654.9353273497334	ENSMUSG00000023927	Satb1	14.377756899656568	2.69523304968453	-5.46614697903075	2.10723731738846e-09	sig	8.676286551326681
ENSG00000174738	NR1D2	885.2037136801631	ENSMUSG00000021775	Nr1d2	351.1301393482827	4.62331909949991	0.22924534356636497	0.486651428396659	not sig	0.31278199756574954
ENSG00000151090	THRB	80.6854360933105	ENSMUSG00000021779	Thrb	0.6444200943432157	-1.00069996833918	-4.80949341531602	8.407617216199879e-08	sig	7.075327069182053
ENSG00000163508	EOMES	12.112044924114864	ENSMUSG00000032446	Eomes	317.996965969474	0.821093845858692	6.15234760511279	1.7950226225749998e-10	sig	9.745930073660828
ENSG00000153560	UBP1	6117.703325521249	ENSMUSG00000009741	Ubp1	1985.2449108089968	7.01626811475688	-0.136579756106165	0.32739391410443996	not sig	0.4849293979094925
ENSG00000185219	ZNF445	2810.40105629239	ENSMUSG00000047036	Zfp445	831.8270490127393	5.973402916646809	-0.273493539150544	0.121433342034022	not sig	0.9156620523605826
ENSG00000196345	ZKSCAN7	512.1895028086307	ENSMUSG00000063488	Zkscan7	49.423830211821034	2.4445960892097003	-1.9070474906743002	3.4391166827742203e-06	sig	5.463553089131369
ENSG00000169981	ZNF35	1072.0127689625642	ENSMUSG00000057895	Zfp105	277.50172994091866	4.31900002720587	-0.46125641311655	0.0201618116027392	not sig	1.6954704477361786
ENSG00000163666	HESX1	149.801335264558	ENSMUSG00000040726	Hesx1	548.4778783481014	3.6411903663583702	3.37263490860041	1.09266169185096e-08	sig	7.961514282794451
ENSG00000187098	MITF	29.976304947203868	ENSMUSG00000035158	Mitf	945.3195085459492	2.77589240407243	6.4910154398712	4.94094159239931e-11	sig	10.306190279939486
ENSG00000114861	FOXP1	482.32831027179463	ENSMUSG00000030067	Foxp1	124.10435865041067	3.2552845139696003	-0.462599862571855	0.0453918282825765	not sig	1.3430223244824522
ENSG00000066422	ZBTB11	1065.0614874108278	ENSMUSG00000022601	Zbtb11	12844.900395770166	7.05055853099329	5.25574027928545	5.660466450215521e-10	sig	9.247147779340386
ENSG00000114439	BBX	1879.8590508217137	ENSMUSG00000022641	Bbx	427.42239397592795	5.104993857084009	-0.46395550239277206	0.258955284655177	not sig	0.5867752216487392
ENSG00000181722	ZBTB20	8.626530319261377	ENSMUSG00000022708	Zbtb20	79.91357844514737	0.29961527887171	4.6352415956489805	6.37796070978824e-08	sig	7.195318160473229
ENSG00000163848	ZNF148	717.5509944580526	ENSMUSG00000022811	Zfp148	1115.7781222742049	5.1867217770119804	2.2945637177881	1.07394900931896e-05	sig	4.969016338279958
ENSG00000163884	KLF15	320.849277798219	ENSMUSG00000030087	Klf15	545.9721115808239	3.87552366412247	2.27985305063498	2.65400376129485e-06	sig	5.576098465982344
ENSG00000179348	GATA2	12.497758641644495	ENSMUSG00000015053	Gata2	671.312301870099	1.45153178803542	7.0930174366774805	8.687644052514731e-08	sig	7.0610979811709145
ENSG00000183770	FOXL2	157.8310351259773	ENSMUSG00000050397	Foxl2	4.5811741424382655	-0.600395254525263	-3.514805824035	1.98688151072195e-07	sig	6.701828031618921
ENSG00000114126	TFDP2	3586.4392704882935	ENSMUSG00000032411	Tfdp2	1124.1403138366065	6.281796562846191	-0.208559053415334	0.131620666949619	not sig	0.8806759128689102
ENSG00000085274	MYNN	816.8347168970644	ENSMUSG00000037730	Mynn	921.0976295479627	5.156094382528151	1.6951723293373502	2.62342511489112e-06	sig	5.581131328131824
ENSG00000181449	SOX2	9299.778774254	ENSMUSG00000074637	Sox2	8697.677011857646	8.46105276700866	1.3760868237887702	3.40472096138445e-07	sig	6.4679184754976795
ENSG00000244405	ETV5	3185.3843490504964	ENSMUSG00000013089	Etv5	6581.59435607833	7.065652857325291	2.5188075299147403	2.06341428223738e-09	sig	8.685413567748295
ENSG00000113916	BCL6	155.29668412025265	ENSMUSG00000022508	Bcl6	157.97139609617736	2.47453265799114	1.49891145770479	8.6541592505318e-05	sig	4.06277511734265
ENSG00000114315	HES1	675.478172971401	ENSMUSG00000022528	Hes1	1388.7292050358435	4.91616043775476	2.5228273270469104	2.53684697182798e-09	sig	8.595705729583601
ENSG00000123933	MXD4	1777.7067036691867	ENSMUSG00000037235	Mxd4	42.66275750343143	2.95518682492878	-3.89875482722039	3.35089213892038e-08	sig	7.474839551342765
ENSG00000168826	ZBTB49	387.8234312184343	ENSMUSG00000029127	Zbtb49	157.21712423882101	3.1211324684138	0.17000250610795004	0.349310743694463	not sig	0.4567880566312762
ENSG00000109705	NKX3-2	56.1069588054477	ENSMUSG00000049691	Nkx3-2	0.0	-2.68768636885319	-5.3529691857636	2.3765376975758902e-08	sig	7.624055292364661
ENSG00000178177	LCORL	321.6902053762833	ENSMUSG00000015882	Lcorl	215.4472031097117	3.5858632523823704	0.901610874657278	0.0367363936978468	not sig	1.434903479331167
ENSG00000168214	RBPJ	8347.2755096317	ENSMUSG00000039191	Rbpj	2018.7523688420235	7.3257467112373	-0.443806254527477	0.12620608202268302	not sig	0.8989197154148387
ENSG00000109787	KLF3	1646.42109124719	ENSMUSG00000029178	Klf3	1192.25985178354	5.4633945724572	1.07442054571835	0.000172708713221431	sig	3.7626857515551198
ENSG00000134852	CLOCK	1164.3033331333045	ENSMUSG00000029238	Clock	721.7673538509563	5.282121051493929	0.9613127055589399	0.0190467605445533	not sig	1.7201788781121579
ENSG00000084093	REST	2143.1327605289775	ENSMUSG00000029249	Rest	8666.909163239941	7.3961893402356695	3.68005730900707	8.71996889860205e-08	sig	7.059485064057066
ENSG00000189308	LIN54	470.69585965060236	ENSMUSG00000035310	Lin54	638.3486296605876	4.375517551439129	2.02290786772201	5.346591868212729e-06	sig	5.2719229664790666
ENSG00000180346	TIGD2	264.0745298843537	ENSMUSG00000049232	Tigd2	604.5442911934404	3.89797019090446	2.7059269288850496	1.1299393546981101e-08	sig	7.946944865035825
ENSG00000109320	NFKB1	723.9504719669125	ENSMUSG00000028163	Nfkb1	598.532660039149	4.2730499482114395	1.1663136352089298	3.81949128740891e-05	sig	4.417994476298574
ENSG00000138795	LEF1	17.052076013177633	ENSMUSG00000027985	Lef1	18.4790295999892	-0.62508865208949	1.6280384903954301	0.00204729444724105	sig	2.6888196914773235
ENSG00000109381	ELF2	1235.2541500759987	ENSMUSG00000037174	Elf2	973.4016605343687	5.36835033806684	1.1660748329662298	2.00314369629183e-05	sig	4.698287895305435
ENSG00000170365	SMAD1	860.029260299114	ENSMUSG00000031681	Smad1	411.49850382889264	4.38686040442196	0.44132786740096996	0.0273098032773853	not sig	1.5636814282327947
ENSG00000151623	NR3C2	32.48827700157474	ENSMUSG00000031618	Nr3c2	16.339546690449467	-0.12579162832352198	0.552472053547385	0.195315035339769	not sig	0.7092643234619751
ENSG00000168310	IRF2	629.127770512227	ENSMUSG00000031627	Irf2	16.294912206723	1.3641245132335502	-3.7949925309218298	6.31357119266898e-08	sig	7.199724918006312
ENSG00000179059	ZFP42	7462.218353706207	ENSMUSG00000051176	Zfp42	2302.84806955982	7.121063770019259	-0.228193396982266	0.13043573690181498	not sig	0.8846034039037456
ENSG00000063438	AHRR	52.65974660712493	ENSMUSG00000021575	Ahrr	66.54811074418163	1.05892409775295	1.8211082994194099	6.74608408292011e-05	sig	4.170948250084165
ENSG00000113430	IRX4	52.92353468069228	ENSMUSG00000021604	Irx4	2.394817839373482	-1.57438131190943	-2.88773451752249	4.48071194831391e-05	sig	4.348652974694146
ENSG00000170561	IRX2	733.0246724561897	ENSMUSG00000001504	Irx2	10.163749367581566	1.85715052531657	-4.74661010828904	3.5066692683963197e-07	sig	6.455105192682433
ENSG00000016082	ISL1	10.2926345115854	ENSMUSG00000042258	Isl1	34.99482787482096	-0.567981693702783	3.18997214655671	2.8189856589472496e-07	sig	6.549907133513257
ENSG00000125347	IRF1	394.8406099642627	ENSMUSG00000018899	Irf1	661.620622899826	3.8727465187332797	2.21389951657404	4.552511641509729e-07	sig	6.341748934970281
ENSG00000081059	TCF7	694.6705624606747	ENSMUSG00000000782	Tcf7	1501.7548574697466	5.056234840163481	2.61153629477402	9.71663102360322e-09	sig	8.012484288723858
ENSG00000113658	SMAD5	2480.22565330548	ENSMUSG00000021540	Smad5	770.2154146613688	5.73195655566144	0.0231691446978546	0.9516623703570458	not sig	0.021517102769430568
ENSG00000120738	EGR1	635.8567474694986	ENSMUSG00000038418	Egr1	6.44643985323075	0.131886183009607	-5.120100745009929	4.43427806533187e-07	sig	6.353177076568222
ENSG00000171604	CXXC5	7065.055733665923	ENSMUSG00000046668	Cxxc5	1246.39927232006	6.4562371315081295	-1.01800898701212	8.383203544944371e-05	sig	4.0765899890037565
ENSG00000185129	PURA	114.88852958834491	ENSMUSG00000043991	Pura	695.4320358335107	3.50901705278637	4.05852793145684	3.30288932006377e-10	sig	9.481105979287976
ENSG00000113580	NR3C1	338.35125466844397	ENSMUSG00000024431	Nr3c1	156.590403871309	2.9873916747558904	0.53304041317437	0.18233740126065	not sig	0.7391242392161453
ENSG00000113722	CDX1	1.29428843371617	ENSMUSG00000024619	Cdx1	75.2138667871126	-1.40849772382895	7.108581266875969	1.23347972892267e-07	sig	6.908867983336276
ENSG00000164330	EBF1	6.496977106268017	ENSMUSG00000057098	Ebf1	452.19902803982967	1.06544017098643	7.66918876008765	2.33629147859728e-10	sig	9.631472975065865
ENSG00000164438	TLX3	1.03285793438773	ENSMUSG00000040610	Tlx3	24.920300033967397	-2.63412209132662	5.77366068130896	1.43100948257521e-06	sig	5.844357488381074
