gene_name_human	gene_name_mouse	gene_id_human	gene_id_mouse	mean_tpm_hESCs	mean_tpm_mESCs	logFC	padj
FOSL2	Fosl2	ENSG00000075426	ENSMUSG00000029135	688.5971997910983	32.228471381265734	-2.94585847467617	1.61549623469395e-07
CEBPZ	Cebpz	ENSG00000115816	ENSMUSG00000024081	7614.076799329589	2446.784201308267	-0.0148253933650882	0.9605726220284119
EPAS1	Epas1	ENSG00000116016	ENSMUSG00000024140	375.8719041270597	2101.1548486368133	3.94021637733794	3.2880345488240105e-11
FOXN2	Foxn2	ENSG00000170802	ENSMUSG00000034998	984.373500555114	973.6336705320173	1.63455426600449	0.000278648149689575
BCL11A	Bcl11a	ENSG00000119866	ENSMUSG00000000861	879.3383893160703	6.2555248272497765	-5.655335502308019	2.52124507297184e-09
REL	Rel	ENSG00000162924	ENSMUSG00000020275	124.28339765728846	101.63289918611054	1.52709540626901	0.0100095307338939
OTX1	Otx1	ENSG00000115507	ENSMUSG00000005917	69.96161614086564	45.816219243979866	0.881563709759527	0.00836422000544542
MEIS1	Meis1	ENSG00000143995	ENSMUSG00000020160	3.261256021977591	26.629791180159234	4.35854436619995	5.31625389330991e-06
MXD1	Mxd1	ENSG00000059728	ENSMUSG00000001156	206.49410940931398	124.75181502998667	0.810821549526879	0.0180931026123208
VAX2	Vax2	ENSG00000116035	ENSMUSG00000034777	0.31136988462456333	304.05627143629334	10.1948427760473	7.663008185083268e-12
EMX1	Emx1	ENSG00000135638	ENSMUSG00000033726	226.028971579819	5.44871921468884	-3.9529178451221503	6.91110691215736e-07
TCF7L1	Tcf7l1	ENSG00000152284	ENSMUSG00000055799	11048.675798714417	1539.0629683744335	-1.3762872134753998	3.22500533785873e-05
FOXI3	Foxi3	ENSG00000214336	ENSMUSG00000055874	206.903497117529	15.068253012090757	-2.34185899754065	2.34786776862725e-05
ARID5A	Arid5a	ENSG00000196843	ENSMUSG00000037447	497.1773905331557	158.02681292011098	-0.182109555986213	0.38807463157339095
NPAS2	Npas2	ENSG00000170485	ENSMUSG00000026077	57.6543356358791	12.814593736444126	-0.708917533600905	0.10133380080907597
PAX8	Pax8	ENSG00000125618	ENSMUSG00000026976	41.22038083755533	4.5811741424382655	-1.52676195471939	0.0032310557482274
GLI2	Gli2	ENSG00000074047	ENSMUSG00000048402	2581.5450045722264	2298.3920807397967	1.2859359994752901	2.8302725655705603e-06
TFCP2L1	Tfcp2l1	ENSG00000115112	ENSMUSG00000026380	635.802488579435	32619.34121125427	7.148172229331781	1.73814040889195e-13
NR4A2	Nr4a2	ENSG00000153234	ENSMUSG00000026826	69.47824233716416	11.476747020212777	-1.16845487255577	0.0308971411929726
SP5	Sp5	ENSG00000204335	ENSMUSG00000075304	3.011462501414526	41.39231953556065	4.43003669479889	0.000853357920189003
SP3	Sp3	ENSG00000172845	ENSMUSG00000027109	3821.413699977073	1986.56938487483	0.6890427762093149	0.0461359688503944
ATF2	Atf2	ENSG00000115966	ENSMUSG00000027104	1467.9447619540078	1099.5123158948654	1.30011864984453	0.00275364885540446
HOXD13	Hoxd13	ENSG00000128714	ENSMUSG00000001819	0.31136988462456333	12.50075825671936	5.62640728799525	1.6825642505270697e-07
HOXD9	Hoxd9	ENSG00000128709	ENSMUSG00000043342	0.31136988462456333	27.826479332663705	6.76059752070663	1.4479248646909197e-08
HOXD8	Hoxd8	ENSG00000175879	ENSMUSG00000027102	0.0	18.4556695114785	6.6730373718643605	1.37396591141194e-09
NFE2L2	Nfe2l2	ENSG00000116044	ENSMUSG00000015839	1973.3867453883665	3753.789134195947	2.55320189081604	3.9934330939731204e-07
NEUROD1	Neurod1	ENSG00000162992	ENSMUSG00000034701	0.0	25.91076555996177	7.18433361772735	3.65224142199476e-09
STAT1	Stat1	ENSG00000115415	ENSMUSG00000026104	3782.7094511774267	427.9663153975003	-1.69478640840888	7.635873806734421e-07
STAT4	Stat4	ENSG00000138378	ENSMUSG00000062939	17.240389763761634	137.6546688068921	4.460014946886349	5.4116188806017494e-08
SATB2	Satb2	ENSG00000119042	ENSMUSG00000038331	136.948155287285	142.139424645109	1.5347242184978602	1.2426757581972501e-05
CARF	Carf	ENSG00000138380	ENSMUSG00000026017	112.17233233082315	89.74882889140544	1.25221666090801	0.00307375341362082
KLF7	Klf7	ENSG00000118263	ENSMUSG00000025959	2591.6880961511933	127.115220292868	-2.82504743903305	2.02840348811465e-07
CREB1	Creb1	ENSG00000118260	ENSMUSG00000025958	2772.6246412952664	821.5466837120238	-0.145638192578741	0.6378889365300229
IKZF2	Ikzf2	ENSG00000030419	ENSMUSG00000025997	93.90493027122966	41.3563708044173	0.527028882059921	0.25922801077343105
GBX2	Gbx2	ENSG00000168505	ENSMUSG00000034486	155.5056124692708	22.308276570648303	-1.4743108355843002	0.0121614730955067
HES6	Hes6	ENSG00000144485	ENSMUSG00000067071	1505.0058729058135	168.16570232976332	-1.6523033756185201	2.09091040777697e-05
BHLHE40	Bhlhe40	ENSG00000134107	ENSMUSG00000030103	872.4500626781854	1192.7029501740801	1.92355138626479	2.6371719281969303e-08
NR2C2	Nr2c2	ENSG00000177463	ENSMUSG00000005893	712.0836849462222	615.7041664486957	1.26326614908517	1.58477812675173e-06
SATB1	Satb1	ENSG00000182568	ENSMUSG00000023927	1654.9353273497334	14.377756899656568	-5.46614697903075	2.10723731738846e-09
NR1D2	Nr1d2	ENSG00000174738	ENSMUSG00000021775	885.2037136801631	351.1301393482827	0.22924534356636497	0.486651428396659
THRB	Thrb	ENSG00000151090	ENSMUSG00000021779	80.6854360933105	0.6444200943432157	-4.80949341531602	8.407617216199879e-08
EOMES	Eomes	ENSG00000163508	ENSMUSG00000032446	12.112044924114864	317.996965969474	6.15234760511279	1.7950226225749998e-10
UBP1	Ubp1	ENSG00000153560	ENSMUSG00000009741	6117.703325521249	1985.2449108089968	-0.136579756106165	0.32739391410443996
ZNF445	Zfp445	ENSG00000185219	ENSMUSG00000047036	2810.40105629239	831.8270490127393	-0.273493539150544	0.121433342034022
ZKSCAN7	Zkscan7	ENSG00000196345	ENSMUSG00000063488	512.1895028086307	49.423830211821034	-1.9070474906743002	3.4391166827742203e-06
ZNF35	Zfp105	ENSG00000169981	ENSMUSG00000057895	1072.0127689625642	277.50172994091866	-0.46125641311655	0.0201618116027392
HESX1	Hesx1	ENSG00000163666	ENSMUSG00000040726	149.801335264558	548.4778783481014	3.37263490860041	1.09266169185096e-08
MITF	Mitf	ENSG00000187098	ENSMUSG00000035158	29.976304947203868	945.3195085459492	6.4910154398712	4.94094159239931e-11
FOXP1	Foxp1	ENSG00000114861	ENSMUSG00000030067	482.32831027179463	124.10435865041067	-0.462599862571855	0.0453918282825765
ZBTB11	Zbtb11	ENSG00000066422	ENSMUSG00000022601	1065.0614874108278	12844.900395770166	5.25574027928545	5.660466450215521e-10
BBX	Bbx	ENSG00000114439	ENSMUSG00000022641	1879.8590508217137	427.42239397592795	-0.46395550239277206	0.258955284655177
ZBTB20	Zbtb20	ENSG00000181722	ENSMUSG00000022708	8.626530319261377	79.91357844514737	4.6352415956489805	6.37796070978824e-08
ZNF148	Zfp148	ENSG00000163848	ENSMUSG00000022811	717.5509944580526	1115.7781222742049	2.2945637177881	1.07394900931896e-05
KLF15	Klf15	ENSG00000163884	ENSMUSG00000030087	320.849277798219	545.9721115808239	2.27985305063498	2.65400376129485e-06
GATA2	Gata2	ENSG00000179348	ENSMUSG00000015053	12.497758641644495	671.312301870099	7.0930174366774805	8.687644052514731e-08
FOXL2	Foxl2	ENSG00000183770	ENSMUSG00000050397	157.8310351259773	4.5811741424382655	-3.514805824035	1.98688151072195e-07
TFDP2	Tfdp2	ENSG00000114126	ENSMUSG00000032411	3586.4392704882935	1124.1403138366065	-0.208559053415334	0.131620666949619
MYNN	Mynn	ENSG00000085274	ENSMUSG00000037730	816.8347168970644	921.0976295479627	1.6951723293373502	2.62342511489112e-06
SOX2	Sox2	ENSG00000181449	ENSMUSG00000074637	9299.778774254	8697.677011857646	1.3760868237887702	3.40472096138445e-07
ETV5	Etv5	ENSG00000244405	ENSMUSG00000013089	3185.3843490504964	6581.59435607833	2.5188075299147403	2.06341428223738e-09
BCL6	Bcl6	ENSG00000113916	ENSMUSG00000022508	155.29668412025265	157.97139609617736	1.49891145770479	8.6541592505318e-05
HES1	Hes1	ENSG00000114315	ENSMUSG00000022528	675.478172971401	1388.7292050358435	2.5228273270469104	2.53684697182798e-09
MXD4	Mxd4	ENSG00000123933	ENSMUSG00000037235	1777.7067036691867	42.66275750343143	-3.89875482722039	3.35089213892038e-08
ZBTB49	Zbtb49	ENSG00000168826	ENSMUSG00000029127	387.8234312184343	157.21712423882101	0.17000250610795004	0.349310743694463
NKX3-2	Nkx3-2	ENSG00000109705	ENSMUSG00000049691	56.1069588054477	0.0	-5.3529691857636	2.3765376975758902e-08
LCORL	Lcorl	ENSG00000178177	ENSMUSG00000015882	321.6902053762833	215.4472031097117	0.901610874657278	0.0367363936978468
RBPJ	Rbpj	ENSG00000168214	ENSMUSG00000039191	8347.2755096317	2018.7523688420235	-0.443806254527477	0.12620608202268302
KLF3	Klf3	ENSG00000109787	ENSMUSG00000029178	1646.42109124719	1192.25985178354	1.07442054571835	0.000172708713221431
CLOCK	Clock	ENSG00000134852	ENSMUSG00000029238	1164.3033331333045	721.7673538509563	0.9613127055589399	0.0190467605445533
REST	Rest	ENSG00000084093	ENSMUSG00000029249	2143.1327605289775	8666.909163239941	3.68005730900707	8.71996889860205e-08
LIN54	Lin54	ENSG00000189308	ENSMUSG00000035310	470.69585965060236	638.3486296605876	2.02290786772201	5.346591868212729e-06
TIGD2	Tigd2	ENSG00000180346	ENSMUSG00000049232	264.0745298843537	604.5442911934404	2.7059269288850496	1.1299393546981101e-08
NFKB1	Nfkb1	ENSG00000109320	ENSMUSG00000028163	723.9504719669125	598.532660039149	1.1663136352089298	3.81949128740891e-05
LEF1	Lef1	ENSG00000138795	ENSMUSG00000027985	17.052076013177633	18.4790295999892	1.6280384903954301	0.00204729444724105
ELF2	Elf2	ENSG00000109381	ENSMUSG00000037174	1235.2541500759987	973.4016605343687	1.1660748329662298	2.00314369629183e-05
SMAD1	Smad1	ENSG00000170365	ENSMUSG00000031681	860.029260299114	411.49850382889264	0.44132786740096996	0.0273098032773853
NR3C2	Nr3c2	ENSG00000151623	ENSMUSG00000031618	32.48827700157474	16.339546690449467	0.552472053547385	0.195315035339769
IRF2	Irf2	ENSG00000168310	ENSMUSG00000031627	629.127770512227	16.294912206723	-3.7949925309218298	6.31357119266898e-08
ZFP42	Zfp42	ENSG00000179059	ENSMUSG00000051176	7462.218353706207	2302.84806955982	-0.228193396982266	0.13043573690181498
AHRR	Ahrr	ENSG00000063438	ENSMUSG00000021575	52.65974660712493	66.54811074418163	1.8211082994194099	6.74608408292011e-05
IRX4	Irx4	ENSG00000113430	ENSMUSG00000021604	52.92353468069228	2.394817839373482	-2.88773451752249	4.48071194831391e-05
IRX2	Irx2	ENSG00000170561	ENSMUSG00000001504	733.0246724561897	10.163749367581566	-4.74661010828904	3.5066692683963197e-07
ISL1	Isl1	ENSG00000016082	ENSMUSG00000042258	10.2926345115854	34.99482787482096	3.18997214655671	2.8189856589472496e-07
IRF1	Irf1	ENSG00000125347	ENSMUSG00000018899	394.8406099642627	661.620622899826	2.21389951657404	4.552511641509729e-07
TCF7	Tcf7	ENSG00000081059	ENSMUSG00000000782	694.6705624606747	1501.7548574697466	2.61153629477402	9.71663102360322e-09
SMAD5	Smad5	ENSG00000113658	ENSMUSG00000021540	2480.22565330548	770.2154146613688	0.0231691446978546	0.9516623703570458
EGR1	Egr1	ENSG00000120738	ENSMUSG00000038418	635.8567474694986	6.44643985323075	-5.120100745009929	4.43427806533187e-07
CXXC5	Cxxc5	ENSG00000171604	ENSMUSG00000046668	7065.055733665923	1246.39927232006	-1.01800898701212	8.383203544944371e-05
PURA	Pura	ENSG00000185129	ENSMUSG00000043991	114.88852958834491	695.4320358335107	4.05852793145684	3.30288932006377e-10
NR3C1	Nr3c1	ENSG00000113580	ENSMUSG00000024431	338.35125466844397	156.590403871309	0.53304041317437	0.18233740126065
CDX1	Cdx1	ENSG00000113722	ENSMUSG00000024619	1.29428843371617	75.2138667871126	7.108581266875969	1.23347972892267e-07
EBF1	Ebf1	ENSG00000164330	ENSMUSG00000057098	6.496977106268017	452.19902803982967	7.66918876008765	2.33629147859728e-10
TLX3	Tlx3	ENSG00000164438	ENSMUSG00000040610	1.03285793438773	24.920300033967397	5.77366068130896	1.43100948257521e-06
MXD3	Mxd3	ENSG00000213347	ENSMUSG00000021485	243.1248092617533	135.30092167718968	0.640506968146786	0.0122167214450275
ZNF354A	Zfp354a	ENSG00000169131	ENSMUSG00000020364	689.978937319253	59.152312621023405	-1.95009359587915	0.000160796392084082
ZNF354B	Zfp354b	ENSG00000178338	ENSMUSG00000020335	267.5218506793694	6.829711439557222	-3.5834314416122997	2.9194702407420397e-05
ZFP2	Zfp2	ENSG00000198939	ENSMUSG00000049321	27.982671931177066	228.29420220183033	4.53181997567996	4.56520192021669e-09
ZNF454	Zfp454	ENSG00000178187	ENSMUSG00000048728	25.478848791254535	55.65584173405646	2.58413229303419	3.18453994684801e-07
ZNF879	Zfp879	ENSG00000234284	ENSMUSG00000044296	182.722024791153	11.167283584306466	-2.4821035129099704	0.00012190355264096398
ZNF354C	Zfp354c	ENSG00000177932	ENSMUSG00000044807	346.986459168302	231.63063225615733	1.08427523413023	0.00987450678499221
IRF4	Irf4	ENSG00000137265	ENSMUSG00000021356	124.07838769886776	0.0	-6.48385455526619	5.62907724945587e-10
RREB1	Rreb1	ENSG00000124782	ENSMUSG00000039087	2495.5497140991465	1256.74966905551	0.47756914008720397	0.00487879119387878
TFAP2A	Tfap2a	ENSG00000137203	ENSMUSG00000021359	2.2899744516513603	39.5197403771668	5.36112617371323	7.82018850704551e-08
HIVEP1	Hivep1	ENSG00000095951	ENSMUSG00000021366	1184.1373726503937	583.3772968456924	0.61490962771389	0.0825833661732352
E2F3	E2f3	ENSG00000112242	ENSMUSG00000016477	3936.7402250815303	769.3468350100599	-0.884540475984617	0.00025709654599722595
SOX4	Sox4	ENSG00000124766	ENSMUSG00000076431	12980.5128921855	68.91524389195081	-6.08940559375585	2.04947102404734e-12
ZNF322	Zfp322a	ENSG00000181315	ENSMUSG00000046351	366.8607346277866	650.7031548157776	2.38526290537259	6.594693436443911e-07
ZSCAN26	Zscan26	ENSG00000197062	ENSMUSG00000022228	705.4905343270653	738.4577994550444	1.5739075924397599	2.45011483839541e-06
ZFP57	Zfp57	ENSG00000204644	ENSMUSG00000036036	0.0	8337.112594378967	15.496842549555199	1.4204631090478398e-13
ZBTB12	Zbtb12	ENSG00000204366	ENSMUSG00000049823	0.0	717.4212344123899	11.9555386994252	4.97089345361575e-13
ATF6B	Atf6b	ENSG00000213676	ENSMUSG00000015461	0.6715486644670433	1084.3181388267838	11.776763382758	4.94378358308094e-11
PBX2	Pbx2	ENSG00000204304	ENSMUSG00000034673	98.55064542092333	777.9446913622032	4.76569653654862	3.43507786940485e-08
RXRB	Rxrb	ENSG00000204231	ENSMUSG00000039656	0.0	771.6978793296747	12.0636106134967	3.91716504438007e-13
ZBTB22	Zbtb22	ENSG00000236104	ENSMUSG00000051390	0.0	481.3043938893223	11.383741690174901	8.62027266832275e-13
HMGA1	Hmga1	ENSG00000137309	ENSMUSG00000046711	176334.48289704532	9735.730338883312	-2.70428780884122	3.5134686935478298e-09
ZNF76	Zfp523	ENSG00000065029	ENSMUSG00000024220	1514.02970401247	303.039573647388	-0.8385770976685609	0.00220117552895454
PPARD	Ppard	ENSG00000112033	ENSMUSG00000002250	2029.7682100558898	904.1425422812563	0.29918734230865995	0.132561772693709
TEAD3	Tead3	ENSG00000007866	ENSMUSG00000002249	3237.2748353438674	94.4413546662753	-3.6869935212318903	6.20706345784309e-09
NFYA	Nfya	ENSG00000001167	ENSMUSG00000023994	2612.814501487733	1503.12931361123	0.6960373591080761	0.00123514571973465
FOXP4	Foxp4	ENSG00000137166	ENSMUSG00000023991	1542.9669998049533	1196.2626858523283	1.12743790868008	0.00201181598672295
TFEB	Tfeb	ENSG00000112561	ENSMUSG00000023990	54.849938882266535	721.5700355595071	5.16143865282792	6.22388530496373e-11
SRF	Srf	ENSG00000112658	ENSMUSG00000015605	8816.866777067204	519.0217994844601	-2.60826026159364	3.64572017751327e-09
CDC5L	Cdc5l	ENSG00000096401	ENSMUSG00000023932	4028.1834841526434	6984.733521898076	2.34954835668379	1.93431171800422e-07
RUNX2	Runx2	ENSG00000124813	ENSMUSG00000039153	64.16436999323807	2.232432321155763	-3.5187070490920402	0.000156088237990849
TBX18	Tbx18	ENSG00000112837	ENSMUSG00000032419	2.2899744516513603	125.24484349787684	6.97716225297084	9.588652946092521e-09
BACH2	Bach2	ENSG00000112182	ENSMUSG00000040270	335.188819515842	20.736369319798943	-2.89948526917795	0.000195753818758414
SIM1	Sim1	ENSG00000112246	ENSMUSG00000019913	33.14230075298447	1.6421407328851199	-2.30040439857394	0.0018265471304761602
LIN28B	Lin28b	ENSG00000187772	ENSMUSG00000063804	5814.303338372073	161.77472674119068	-3.5417418525220494	8.71149339008391e-07
PRDM1	Prdm1	ENSG00000057657	ENSMUSG00000038151	54.461825294762036	707.8462293229358	5.20765749841142	5.36456965494615e-10
FOXO3	Foxo3	ENSG00000118689	ENSMUSG00000048756	1710.6041635729898	2087.4109420455566	1.8205366791258202	1.03484072057468e-06
HSF2	Hsf2	ENSG00000025156	ENSMUSG00000019878	849.1570048010626	1031.1235295112085	1.7826461028457001	6.536593329626221e-07
HEY2	Hey2	ENSG00000135547	ENSMUSG00000019789	639.7844839037374	11.918519156430266	-4.22164452375176	4.09466703985662e-09
MYB	Myb	ENSG00000118513	ENSMUSG00000019982	98.70559539474475	193.863539428148	2.45320992127025	3.45423248299523e-06
HIVEP2	Hivep2	ENSG00000010818	ENSMUSG00000015501	739.3976351007573	63.03200765359194	-1.98846494579986	0.000158566617278201
PLAGL1	Plagl1	ENSG00000118495	ENSMUSG00000019817	34.0322623617715	1021.7352912398736	6.38095941563086	8.35494298005328e-11
ZBTB2	Zbtb2	ENSG00000181472	ENSMUSG00000075327	2092.3103209706333	354.157914236466	-1.0480471134360898	0.000198579399049652
TBP	Tbp	ENSG00000112592	ENSMUSG00000014767	1686.6819473404266	883.9954338340773	0.535255090243381	0.00126051334597334
MAFK	Mafk	ENSG00000198517	ENSMUSG00000018143	288.92429829478033	200.14566128637	0.9368459491093629	0.0010260209401266
FOXK1	Foxk1	ENSG00000164916	ENSMUSG00000056493	998.0432514944183	420.3119345077184	0.224558578614696	0.258849742555835
RBAK	Rbak	ENSG00000146587	ENSMUSG00000061898	935.7997682605566	270.3429811968867	-0.0949514834129651	0.82236084699782
ZNF316	Zfp316	ENSG00000205903	ENSMUSG00000046658	496.36699653559896	64.2813827778045	-1.46615782002083	9.05942884842438e-05
